t = 0.370000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -2.379163508545707826e-03
2.000000000000000111e-01 -1.262395349092792877e-02
3.000000000000000444e-01 -2.593169059142900329e-02
4.000000000000000222e-01 -3.635418178761094798e-02
5.000000000000000000e-01 -3.908066176444750101e-02
6.000000000000000888e-01 -3.228484129892190968e-02
7.000000000000000666e-01 -1.783023375132998523e-02
8.000000000000000444e-01 -5.641452984143464564e-04
9.000000000000000222e-01 1.353008106022274629e-02
1.000000000000000000e+00 1.961675184177707337e-02
1.100000000000000089e+00 1.585500935726156732e-02
1.200000000000000178e+00 4.103732478519909153e-03
1.300000000000000044e+00 -1.078537751659421930e-02
1.400000000000000133e+00 -2.281682191936761431e-02
1.500000000000000000e+00 -2.713649545246077724e-02
1.600000000000000089e+00 -2.188048252050352888e-02
1.700000000000000178e+00 -8.881554368608379768e-03
1.800000000000000044e+00 7.036261165217656648e-03
1.900000000000000133e+00 1.990540650107338813e-02
2.000000000000000000e+00 2.489891866969308476e-02
2.100000000000000089e+00 2.017841031256969661e-02
2.200000000000000178e+00 7.599999957384386690e-03
2.300000000000000266e+00 -7.991457068562720159e-03
2.400000000000000355e+00 -2.061023837260763866e-02
2.500000000000000000e+00 -2.541386415837045346e-02
2.600000000000000089e+00 -2.055094590616749969e-02
2.700000000000000178e+00 -7.866904540931739589e-03
2.800000000000000266e+00 7.802057311165734067e-03
2.900000000000000355e+00 2.047710301475628644e-02
3.000000000000000000e+00 2.532114803601511963e-02
3.100000000000000089e+00 2.048696893081908971e-02
3.200000000000000178e+00 7.823156492053664687e-03
3.300000000000000266e+00 -7.831707066834173864e-03
3.400000000000000355e+00 -2.049702224810093232e-02
3.500000000000000000e+00 -2.533441511436675814e-02
3.600000000000000089e+00 -2.049573069272203618e-02
3.700000000000000178e+00 -7.828894790771484188e-03
3.800000000000000266e+00 7.827979620850614509e-03
3.900000000000000355e+00 2.049462046583864355e-02
4.000000000000000000e+00 2.533287979771878598e-02
4.100000000000000533e+00 2.049475699282174435e-02
4.200000000000000178e+00 7.828282217398041185e-03
4.299999999999999822e+00 -7.828361666770318472e-03
4.400000000000000355e+00 -2.049485616779692793e-02
4.500000000000000000e+00 -2.533302269716452421e-02
4.600000000000000533e+00 -2.049484040187989423e-02
4.700000000000000178e+00 -7.828325893850698880e-03
4.800000000000000711e+00 7.828347504627471143e-03
4.900000000000000355e+00 2.049486883480836422e-02
5.000000000000000000e+00 2.533306674831330846e-02
5.100000000000000533e+00 2.049492909406275959e-02
5.200000000000000178e+00 7.828484814785706056e-03
5.300000000000000711e+00 -7.828073757783013051e-03
5.400000000000000355e+00 -2.049440539075199005e-02
5.500000000000000000e+00 -2.533229012241578273e-02
5.600000000000000533e+00 -2.049363787671564657e-02
5.700000000000000178e+00 -7.826353399558574897e-03
5.800000000000000711e+00 7.831567472350425482e-03
5.900000000000000355e+00 2.050009188153754935e-02
6.000000000000000000e+00 2.534147972923207412e-02
6.100000000000000533e+00 2.050838111924190715e-02
6.200000000000000178e+00 7.849832234079184151e-03
6.300000000000000711e+00 -7.794457564574098704e-03
6.400000000000000355e+00 -2.044188495602694555e-02
6.500000000000000000e+00 -2.525089142167238204e-02
6.600000000000000533e+00 -2.036851149287287333e-02
6.700000000000000178e+00 -7.635607537709056952e-03
6.800000000000000711e+00 8.119883164052023317e-03
6.900000000000000355e+00 2.093212800266326321e-02
7.000000000000000000e+00 2.598319419109484246e-02
7.100000000000000533e+00 2.145301761718057532e-02
7.200000000000000178e+00 9.227738794864109514e-03
7.300000000000000711e+00 -5.803151512979431818e-03
7.400000000000000355e+00 -1.759119051994619681e-02
7.500000000000000000e+00 -2.120895706753285828e-02
7.600000000000000533e+00 -1.469325132727738840e-02
7.700000000000000178e+00 2.543173334931827199e-04
7.800000000000000711e+00 1.897873712739754290e-02
7.900000000000000355e+00 3.572503773927995785e-02
8.000000000000000000e+00 4.592742789121831426e-02
8.099999999999999645e+00 4.806101864431640974e-02
8.200000000000001066e+00 4.434954687831957343e-02
8.300000000000000711e+00 4.005869413847423788e-02
8.400000000000000355e+00 4.164382295974163040e-02
8.500000000000000000e+00 5.445727639499135103e-02
8.599999999999999645e+00 8.088719089209166213e-02
8.700000000000001066e+00 1.196334201502192301e-01
8.800000000000000711e+00 1.663903056841249950e-01
8.900000000000000355e+00 2.156672756528973112e-01
9.000000000000000000e+00 2.630425425579175913e-01
9.099999999999999645e+00 3.069790826818834528e-01
9.200000000000001066e+00 3.494991953277733487e-01
9.300000000000000711e+00 3.954505335900063701e-01
9.400000000000000355e+00 4.506358647182047705e-01
9.500000000000000000e+00 5.195149314118356898e-01
9.600000000000001421e+00 6.033529863803724913e-01
9.700000000000001066e+00 6.995232261362740456e-01
9.800000000000000711e+00 8.022331603071503059e-01
9.900000000000000355e+00 9.044046475281994901e-01
1.000000000000000000e+01 1.000000000000000000e+00
