t = 0.330000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -2.217418492522506366e-03
2.000000000000000111e-01 -1.230857403912477901e-02
3.000000000000000444e-01 -2.547818626890455129e-02
4.000000000000000222e-01 -3.578412930990210877e-02
5.000000000000000000e-01 -3.841992023695531278e-02
6.000000000000000888e-01 -3.156153011672756248e-02
7.000000000000000666e-01 -1.707270259159117051e-02
8.000000000000000444e-01 2.008549819271146085e-04
9.000000000000000222e-01 1.427886653125521113e-02
1.000000000000000000e+00 2.032971828214746521e-02
1.100000000000000089e+00 1.651716505056852538e-02
1.200000000000000178e+00 4.704787681581969888e-03
1.300000000000000044e+00 -1.025128370964836430e-02
1.400000000000000133e+00 -2.235165382018303171e-02
1.500000000000000000e+00 -2.673900616971608413e-02
1.600000000000000089e+00 -2.154695945488389539e-02
1.700000000000000178e+00 -8.606553094032765375e-03
1.800000000000000044e+00 7.259243449854347642e-03
1.900000000000000133e+00 2.008334724640087679e-02
2.000000000000000000e+00 2.503879132572247104e-02
2.100000000000000089e+00 2.028681727933940096e-02
2.200000000000000178e+00 7.682917849073039353e-03
2.300000000000000266e+00 -7.928824349239430025e-03
2.400000000000000355e+00 -2.056350936426283582e-02
2.500000000000000000e+00 -2.537944992479104767e-02
2.600000000000000089e+00 -2.052596427467774307e-02
2.700000000000000178e+00 -7.849065701702065065e-03
2.800000000000000266e+00 7.814567810566436581e-03
2.900000000000000355e+00 2.048572398610381748e-02
3.000000000000000000e+00 2.532701497494065784e-02
3.100000000000000089e+00 2.049095959096746203e-02
3.200000000000000178e+00 7.825918899948929031e-03
3.300000000000000266e+00 -7.829731081327064371e-03
3.400000000000000355e+00 -2.049556657917868396e-02
3.500000000000000000e+00 -2.533334664825722185e-02
3.600000000000000089e+00 -2.049499694702647604e-02
3.700000000000000178e+00 -7.828471141799304978e-03
3.800000000000000266e+00 7.828131271524318979e-03
3.900000000000000355e+00 2.049457206743205556e-02
4.000000000000000000e+00 2.533273343107884934e-02
4.100000000000000533e+00 2.049462185821131904e-02
4.200000000000000178e+00 7.828243539465377238e-03
4.299999999999999822e+00 -7.828268237051367456e-03
4.400000000000000355e+00 -2.049465370267697373e-02
4.500000000000000000e+00 -2.533278141129863270e-02
4.600000000000000533e+00 -2.049464926346940621e-02
4.700000000000000178e+00 -7.828257990032609637e-03
4.800000000000000711e+00 7.828262715031258923e-03
4.900000000000000355e+00 2.049465569773979007e-02
5.000000000000000000e+00 2.533279183759589229e-02
5.100000000000000533e+00 2.049467172637118792e-02
5.200000000000000178e+00 7.828299934515441094e-03
5.300000000000000711e+00 -7.828187742459696494e-03
5.400000000000000355e+00 -2.049452405647569225e-02
5.500000000000000000e+00 -2.533256301993707174e-02
5.600000000000000533e+00 -2.049427708417942209e-02
5.700000000000000178e+00 -7.827624143975848645e-03
5.800000000000000711e+00 7.829336849962018410e-03
5.900000000000000355e+00 2.049646413528471295e-02
6.000000000000000000e+00 2.533581489326536262e-02
6.100000000000000533e+00 2.049968761758657818e-02
6.200000000000000178e+00 7.836558678841760994e-03
6.300000000000000711e+00 -7.814696190848154436e-03
6.400000000000000355e+00 -2.047266087881318905e-02
6.500000000000000000e+00 -2.529742397140755106e-02
6.600000000000000533e+00 -2.043827385032767965e-02
6.700000000000000178e+00 -7.739132427244529815e-03
6.800000000000000711e+00 7.967941392448522550e-03
6.900000000000000355e+00 2.071162115473975524e-02
7.000000000000000000e+00 2.566675829798988756e-02
7.100000000000000533e+00 2.100398674686686923e-02
7.200000000000000178e+00 8.597715985953432311e-03
7.300000000000000711e+00 -6.676997520786256621e-03
7.400000000000000355e+00 -1.878897423894611632e-02
7.500000000000000000e+00 -2.283086862689467922e-02
7.600000000000000533e+00 -1.686200226924967904e-02
7.700000000000000178e+00 -2.608216905686619024e-03
7.800000000000000711e+00 1.525075533837057587e-02
7.900000000000000355e+00 3.093653246676132673e-02
8.000000000000000000e+00 3.986363849531292247e-02
8.099999999999999645e+00 4.049424955668576298e-02
8.200000000000001066e+00 3.504943370343827080e-02
8.300000000000000711e+00 2.880625187927652806e-02
8.400000000000000355e+00 2.824918726232371335e-02
8.500000000000000000e+00 3.878057559021386852e-02
8.599999999999999645e+00 6.286142875837860688e-02
8.700000000000001066e+00 9.928766646591535849e-02
8.800000000000000711e+00 1.438709668428625743e-01
8.900000000000000355e+00 1.912548488186642248e-01
9.000000000000000000e+00 2.371611429436826790e-01
9.099999999999999645e+00 2.801962563580254750e-01
9.200000000000001066e+00 3.225141346458135772e-01
9.300000000000000711e+00 3.690697900477020177e-01
9.400000000000000355e+00 4.257369316054080977e-01
9.500000000000000000e+00 4.969995082476422188e-01
9.600000000000001421e+00 5.840931503564528171e-01
9.700000000000001066e+00 6.843049091232566994e-01
9.800000000000000711e+00 7.917020609933521635e-01
9.900000000000000355e+00 8.990198441247129191e-01
1.000000000000000000e+01 1.000000000000000000e+00
