t = 2.100000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.413409539299090745e-01
2.000000000000000111e-01 8.837830876965003801e-01
3.000000000000000444e-01 1.328422331309551119e+00
4.000000000000000222e-01 1.776344190327132866e+00
5.000000000000000000e-01 2.228618719836800821e+00
6.000000000000000888e-01 2.686295716910513054e+00
7.000000000000000666e-01 3.150400196244909523e+00
8.000000000000000444e-01 3.621928207093122243e+00
9.000000000000000222e-01 4.101843041755354413e+00
1.000000000000000000e+00 4.591071877075368235e+00
1.100000000000000089e+00 5.090502880866642599e+00
1.200000000000000178e+00 5.600982805257952002e+00
1.300000000000000044e+00 6.123315078899048913e+00
1.400000000000000133e+00 6.658258400090396378e+00
1.500000000000000000e+00 7.206525823465051772e+00
1.600000000000000089e+00 7.768784324096955629e+00
1.700000000000000178e+00 8.345654815043056729e+00
1.800000000000000044e+00 8.937712587511807527e+00
1.900000000000000133e+00 9.545488137206637802e+00
2.000000000000000000e+00 1.016946833599414646e+01
2.100000000000000089e+00 1.081009790492028344e+01
2.200000000000000178e+00 1.146778114272819593e+01
2.300000000000000266e+00 1.214288386336392200e+01
2.400000000000000355e+00 1.283573549640100175e+01
2.500000000000000000e+00 1.354663130575536734e+01
2.600000000000000089e+00 1.427583468435889280e+01
2.700000000000000178e+00 1.502357948546018385e+01
2.800000000000000266e+00 1.579007235476450433e+01
2.900000000000000355e+00 1.657549503154784176e+01
3.000000000000000000e+00 1.738000659102604573e+01
3.100000000000000089e+00 1.820374560447888257e+01
3.200000000000000178e+00 1.904683219778422298e+01
3.300000000000000266e+00 1.990936999298882526e+01
3.400000000000000355e+00 2.079144792122374241e+01
3.500000000000000000e+00 2.169314189857828268e+01
3.600000000000000089e+00 2.261451635940642291e+01
3.700000000000000178e+00 2.355562564389945734e+01
3.800000000000000266e+00 2.451651523857965032e+01
3.900000000000000355e+00 2.549722286962355255e+01
4.000000000000000000e+00 2.649777944959453890e+01
4.100000000000000533e+00 2.751820987824092057e+01
4.200000000000000178e+00 2.855853369749580040e+01
4.299999999999999822e+00 2.961876559969623557e+01
4.400000000000000355e+00 3.069891578632355333e+01
4.500000000000000000e+00 3.179899017225727675e+01
4.600000000000000533e+00 3.291899042763414940e+01
4.700000000000000178e+00 3.405891384591718918e+01
4.800000000000000711e+00 3.521875302271478603e+01
4.900000000000000355e+00 3.639849532525884257e+01
5.000000000000000000e+00 3.759812212727451453e+01
5.100000000000000533e+00 3.881760777828343123e+01
5.200000000000000178e+00 4.005691827022486962e+01
5.300000000000000711e+00 4.131600955772199768e+01
5.400000000000000355e+00 4.259482548145640379e+01
5.500000000000000000e+00 4.389329523706631875e+01
5.600000000000000533e+00 4.521133032490913450e+01
5.700000000000000178e+00 4.654882090912605719e+01
5.800000000000000711e+00 4.790563150795291847e+01
5.900000000000000355e+00 4.928159593141968742e+01
6.000000000000000000e+00 5.067651137779974846e+01
6.100000000000000533e+00 5.209013159677361671e+01
6.200000000000000178e+00 5.352215902566464223e+01
6.300000000000000711e+00 5.497223580571515100e+01
6.400000000000000355e+00 5.643993358864617704e+01
6.500000000000000000e+00 5.792474205012745614e+01
6.600000000000000533e+00 5.942605603670210712e+01
6.700000000000000178e+00 6.094316128655069065e+01
6.800000000000000711e+00 6.247521868256212940e+01
6.900000000000000355e+00 6.402124701873633228e+01
7.000000000000000000e+00 6.558010428808785264e+01
7.100000000000000533e+00 6.715046753192201834e+01
7.200000000000000178e+00 6.873081132641281954e+01
7.300000000000000711e+00 7.031938502243740174e+01
7.400000000000000355e+00 7.191418889801703074e+01
7.500000000000000000e+00 7.351294942867035331e+01
7.600000000000000533e+00 7.511309392847149979e+01
7.700000000000000178e+00 7.671172486239255761e+01
7.800000000000000711e+00 7.830559417717668680e+01
7.900000000000000355e+00 7.989107804196051177e+01
8.000000000000000000e+00 8.146415242946019930e+01
8.099999999999999645e+00 8.302037000201069361e+01
8.200000000000001066e+00 8.455483879236885514e+01
8.300000000000000711e+00 8.606220318530064617e+01
8.400000000000000355e+00 8.753662771106597518e+01
8.500000000000000000e+00 8.897178415471715596e+01
8.599999999999999645e+00 9.036084246467140701e+01
8.700000000000001066e+00 9.169646590970631905e+01
8.800000000000000711e+00 9.297081088519571779e+01
8.900000000000000355e+00 9.417553170736491097e+01
9.000000000000000000e+00 9.530179065940802730e+01
9.099999999999999645e+00 9.634027346679911830e+01
9.200000000000001066e+00 9.728121028285070793e+01
9.300000000000000711e+00 9.811440216179076401e+01
9.400000000000000355e+00 9.882925288799266639e+01
9.500000000000000000e+00 9.941480591945810374e+01
9.600000000000001421e+00 9.985978609438309661e+01
9.700000000000001066e+00 1.001526456448831226e+02
9.800000000000000711e+00 1.002816139649331006e+02
9.900000000000000355e+00 1.002347504933516973e+02
1.000000000000000000e+01 1.000000000000000000e+02
