t = 8.500000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.313274469021908697e+00
2.000000000000000111e-01 2.627062368389582403e+00
3.000000000000000444e-01 3.941876057775635989e+00
4.000000000000000222e-01 5.258225754498802473e+00
5.000000000000000000e-01 6.576618459811021111e+00
6.000000000000000888e-01 7.897556882093980768e+00
7.000000000000000666e-01 9.221538355856731428e+00
8.000000000000000444e-01 1.054905375536048240e+01
9.000000000000000222e-01 1.188058640161652058e+01
1.000000000000000000e+00 1.321661096140999092e+01
1.100000000000000089e+00 1.455759233689696330e+01
1.200000000000000178e+00 1.590398454420681595e+01
1.300000000000000044e+00 1.725622957935825852e+01
1.400000000000000133e+00 1.861475626966728569e+01
1.500000000000000000e+00 1.997997910869126059e+01
1.600000000000000089e+00 2.135229707261772703e+01
1.700000000000000178e+00 2.273209241587154139e+01
1.800000000000000044e+00 2.411972944358259241e+01
1.900000000000000133e+00 2.551555325843134980e+01
2.000000000000000000e+00 2.691988847927318673e+01
2.100000000000000089e+00 2.833303792883867800e+01
2.200000000000000178e+00 2.975528128771712488e+01
2.300000000000000266e+00 3.118687371175963818e+01
2.400000000000000355e+00 3.262804440998645816e+01
2.500000000000000000e+00 3.407899518005582706e+01
2.600000000000000089e+00 3.553989889835023774e+01
2.700000000000000178e+00 3.701089796176263036e+01
2.800000000000000266e+00 3.849210267832427945e+01
2.900000000000000355e+00 3.998358960390716277e+01
3.000000000000000000e+00 4.148539982236192003e+01
3.100000000000000089e+00 4.299753716661703606e+01
3.200000000000000178e+00 4.451996637846950478e+01
3.300000000000000266e+00 4.605261120504189876e+01
3.400000000000000355e+00 4.759535243016671302e+01
3.500000000000000000e+00 4.914802583928776158e+01
3.600000000000000089e+00 5.071042011683906736e+01
3.700000000000000178e+00 5.228227467547533536e+01
3.800000000000000266e+00 5.386327741698364946e+01
3.900000000000000355e+00 5.545306242520290141e+01
4.000000000000000000e+00 5.705120759181352952e+01
4.100000000000000533e+00 5.865723217643553511e+01
4.200000000000000178e+00 6.027059430308290189e+01
4.299999999999999822e+00 6.189068839566652258e+01
4.400000000000000355e+00 6.351684255591148087e+01
4.500000000000000000e+00 6.514831588775538762e+01
4.600000000000000533e+00 6.678429577301734810e+01
4.700000000000000178e+00 6.842389510386752249e+01
4.800000000000000711e+00 7.006614947838254182e+01
4.900000000000000355e+00 7.171001436623301117e+01
5.000000000000000000e+00 7.335436225231434548e+01
5.100000000000000533e+00 7.499797976689256984e+01
5.200000000000000178e+00 7.663956481158720635e+01
5.300000000000000711e+00 7.827772369124771501e+01
5.400000000000000355e+00 7.991096826249105334e+01
5.500000000000000000e+00 8.153771311034839187e+01
5.600000000000000533e+00 8.315627276511301602e+01
5.700000000000000178e+00 8.476485897208198139e+01
5.800000000000000711e+00 8.636157802743204570e+01
5.900000000000000355e+00 8.794442819396195432e+01
6.000000000000000000e+00 8.951129721086012125e+01
6.100000000000000533e+00 9.105995991201123729e+01
6.200000000000000178e+00 9.258807596763496406e+01
6.300000000000000711e+00 9.409318776424470343e+01
6.400000000000000355e+00 9.557271843802169542e+01
6.500000000000000000e+00 9.702397007671451945e+01
6.600000000000000533e+00 9.844412210508987471e+01
6.700000000000000178e+00 9.983022986877877258e+01
6.800000000000000711e+00 1.011792234310721597e+02
6.900000000000000355e+00 1.024879065968290774e+02
7.000000000000000000e+00 1.037529561771587794e+02
7.100000000000000533e+00 1.049709215079312941e+02
7.200000000000000178e+00 1.061382242344561888e+02
7.300000000000000711e+00 1.072511583738493073e+02
7.400000000000000355e+00 1.083058906656837195e+02
7.500000000000000000e+00 1.092984612204989077e+02
7.600000000000000533e+00 1.102247844746224104e+02
7.700000000000000178e+00 1.110806504585504797e+02
7.800000000000000711e+00 1.118617263848402246e+02
7.900000000000000355e+00 1.125635585600956716e+02
8.000000000000000000e+00 1.131815746241901621e+02
8.099999999999999645e+00 1.137110861183671631e+02
8.200000000000001066e+00 1.141472913823097315e+02
8.300000000000000711e+00 1.144852787786760757e+02
8.400000000000000355e+00 1.147200302419745555e+02
8.500000000000000000e+00 1.148464251470085458e+02
8.599999999999999645e+00 1.148592444904711982e+02
8.700000000000001066e+00 1.147531753776227958e+02
8.800000000000000711e+00 1.145228158043525610e+02
8.900000000000000355e+00 1.141626797233244588e+02
9.000000000000000000e+00 1.136672023813438557e+02
9.099999999999999645e+00 1.130307459135723889e+02
9.200000000000001066e+00 1.122476051787722611e+02
9.300000000000000711e+00 1.113120138183911649e+02
9.400000000000000355e+00 1.102181505210137118e+02
9.500000000000000000e+00 1.089601454725188887e+02
9.600000000000001421e+00 1.075320869712007408e+02
9.700000000000001066e+00 1.059280281861431945e+02
9.800000000000000711e+00 1.041419940362956851e+02
9.900000000000000355e+00 1.021679881669825107e+02
1.000000000000000000e+01 1.000000000000000000e+02
