t = 5.140000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.758216513295471461e-01
2.000000000000000111e-01 1.752346194128003187e+00
3.000000000000000444e-01 2.630275115625228199e+00
4.000000000000000222e-01 3.510307101641298999e+00
5.000000000000000000e-01 4.393136653457161422e+00
6.000000000000000888e-01 5.279452725510186184e+00
7.000000000000000666e-01 6.169937390416248668e+00
8.000000000000000444e-01 7.065264537448400439e+00
9.000000000000000222e-01 7.966098610144745962e+00
1.000000000000000000e+00 8.873093388179288610e+00
1.100000000000000089e+00 9.786890818014345683e+00
1.200000000000000178e+00 1.070811989616766446e+01
1.300000000000000044e+00 1.163739560817784380e+01
1.400000000000000133e+00 1.257531792554541816e+01
1.500000000000000000e+00 1.352247086207048099e+01
1.600000000000000089e+00 1.447942159010974983e+01
1.700000000000000178e+00 1.544671961634299251e+01
1.800000000000000044e+00 1.642489601567988089e+01
1.900000000000000133e+00 1.741446272096045433e+01
2.000000000000000000e+00 1.841591186511424993e+01
2.100000000000000089e+00 1.942971517145184635e+01
2.200000000000000178e+00 2.045632338677625128e+01
2.300000000000000266e+00 2.149616575102751881e+01
2.400000000000000355e+00 2.254964949621911785e+01
2.500000000000000000e+00 2.361715936649682845e+01
2.600000000000000089e+00 2.469905715025625170e+01
2.700000000000000178e+00 2.579568121440053119e+01
2.800000000000000266e+00 2.690734603001268965e+01
2.900000000000000355e+00 2.803434167796209309e+01
3.000000000000000000e+00 2.917693332227019098e+01
3.100000000000000089e+00 3.033536063843212816e+01
3.200000000000000178e+00 3.150983718333477057e+01
3.300000000000000266e+00 3.270054969293538250e+01
3.400000000000000355e+00 3.390765729347457125e+01
3.500000000000000000e+00 3.513129061169981782e+01
3.600000000000000089e+00 3.637155076937941089e+01
3.700000000000000178e+00 3.762850824729741817e+01
3.800000000000000266e+00 3.890220160394759574e+01
3.900000000000000355e+00 4.019263603429456566e+01
4.000000000000000000e+00 4.149978175425333404e+01
4.100000000000000533e+00 4.282357219696078943e+01
4.200000000000000178e+00 4.416390200748420369e+01
4.299999999999999822e+00 4.552062482333868587e+01
4.400000000000000355e+00 4.689355082907745498e+01
4.500000000000000000e+00 4.828244407428123708e+01
4.600000000000000533e+00 4.968701954551380595e+01
4.700000000000000178e+00 5.110693998423361961e+01
4.800000000000000711e+00 5.254181244426283826e+01
4.900000000000000355e+00 5.399118458421490629e+01
5.000000000000000000e+00 5.545454069227393035e+01
5.100000000000000533e+00 5.693129744289875305e+01
5.200000000000000178e+00 5.842079938739190936e+01
5.300000000000000711e+00 5.992231418281841826e+01
5.400000000000000355e+00 6.143502756647538376e+01
5.500000000000000000e+00 6.295803808598633111e+01
5.600000000000000533e+00 6.449035159810880202e+01
5.700000000000000178e+00 6.603087555248129092e+01
5.800000000000000711e+00 6.757841307977253109e+01
5.900000000000000355e+00 6.913165690700529353e+01
6.000000000000000000e+00 7.068918312618127686e+01
6.100000000000000533e+00 7.224944484569535064e+01
6.200000000000000178e+00 7.381076575736453549e+01
6.300000000000000711e+00 7.537133365516558570e+01
6.400000000000000355e+00 7.692919394493617347e+01
6.500000000000000000e+00 7.848224318730260052e+01
6.600000000000000533e+00 8.002822271890461536e+01
6.700000000000000178e+00 8.156471239955168073e+01
6.800000000000000711e+00 8.308912453521294594e+01
6.900000000000000355e+00 8.459869802867288513e+01
7.000000000000000000e+00 8.609049281122739217e+01
7.100000000000000533e+00 8.756138460990756300e+01
7.200000000000000178e+00 8.900806010536264523e+01
7.300000000000000711e+00 9.042701253566738728e+01
7.400000000000000355e+00 9.181453780091470662e+01
7.500000000000000000e+00 9.316673112248254540e+01
7.600000000000000533e+00 9.447948430930327390e+01
7.700000000000000178e+00 9.574848368130206211e+01
7.800000000000000711e+00 9.696920869739922466e+01
7.900000000000000355e+00 9.813693133209392272e+01
8.000000000000000000e+00 9.924671624067158859e+01
8.099999999999999645e+00 1.002934217485238122e+02
8.200000000000001066e+00 1.012717016949663673e+02
8.300000000000000711e+00 1.021760081563227516e+02
8.400000000000000355e+00 1.030005950669544887e+02
8.500000000000000000e+00 1.037395227504163984e+02
8.599999999999999645e+00 1.043866633660615122e+02
8.700000000000001066e+00 1.049357072692776995e+02
8.800000000000000711e+00 1.053801702761873713e+02
8.900000000000000355e+00 1.057134018161609248e+02
9.000000000000000000e+00 1.059285939479667036e+02
9.099999999999999645e+00 1.060187912078970527e+02
9.200000000000001066e+00 1.059769012508563009e+02
9.300000000000000711e+00 1.057957062382655948e+02
9.400000000000000355e+00 1.054678749198184988e+02
9.500000000000000000e+00 1.049859753496964032e+02
9.600000000000001421e+00 1.043424881719095936e+02
9.700000000000001066e+00 1.035298204040408763e+02
9.800000000000000711e+00 1.025403196439090152e+02
9.900000000000000355e+00 1.013662886196011783e+02
1.000000000000000000e+01 1.000000000000000000e+02
