t = 4.970000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.527966390046620715e-01
2.000000000000000111e-01 1.706308365234668223e+00
3.000000000000000444e-01 2.561248798126875226e+00
4.000000000000000222e-01 3.418328629454517653e+00
5.000000000000000000e-01 4.278254179174804328e+00
6.000000000000000888e-01 5.141725974601802029e+00
7.000000000000000666e-01 6.009437360199665790e+00
8.000000000000000444e-01 6.882073144886343918e+00
9.000000000000000222e-01 7.760308293239705613e+00
1.000000000000000000e+00 8.644806666411863461e+00
1.100000000000000089e+00 9.536219817889183048e+00
1.200000000000000178e+00 1.043518584849164377e+01
1.300000000000000044e+00 1.134232832419348824e+01
1.400000000000000133e+00 1.225825525947506911e+01
1.500000000000000000e+00 1.318355816799139646e+01
1.600000000000000089e+00 1.411881118137548263e+01
1.700000000000000178e+00 1.506457023599142353e+01
1.800000000000000044e+00 1.602137232642320086e+01
1.900000000000000133e+00 1.698973482343831876e+01
2.000000000000000000e+00 1.797015485310889460e+01
2.100000000000000089e+00 1.896310873271578856e+01
2.200000000000000178e+00 1.996905145801056136e+01
2.300000000000000266e+00 2.098841623537413170e+01
2.400000000000000355e+00 2.202161405139671757e+01
2.500000000000000000e+00 2.306903327141801796e+01
2.600000000000000089e+00 2.413103925761637569e+01
2.700000000000000178e+00 2.520797399632712654e+01
2.800000000000000266e+00 2.630015572340991881e+01
2.900000000000000355e+00 2.740787853567744747e+01
3.000000000000000000e+00 2.853141197565127385e+01
3.100000000000000089e+00 2.967100057622846876e+01
3.200000000000000178e+00 3.082686335123242927e+01
3.300000000000000266e+00 3.199919321728878074e+01
3.400000000000000355e+00 3.318815633201803195e+01
3.500000000000000000e+00 3.439389133317851588e+01
3.600000000000000089e+00 3.561650846313234808e+01
3.700000000000000178e+00 3.685608856285132617e+01
3.800000000000000266e+00 3.811268191963718976e+01
3.900000000000000355e+00 3.938630695280910032e+01
4.000000000000000000e+00 4.067694872182028831e+01
4.100000000000000533e+00 4.198455724161354397e+01
4.200000000000000178e+00 4.330904559052243030e+01
4.299999999999999822e+00 4.465028779667965608e+01
4.400000000000000355e+00 4.600811648971664880e+01
4.500000000000000000e+00 4.738232030553746910e+01
4.600000000000000533e+00 4.877264103313500954e+01
4.700000000000000178e+00 5.017877049379442411e+01
4.800000000000000711e+00 5.160034714460698524e+01
4.900000000000000355e+00 5.303695239999980515e+01
5.000000000000000000e+00 5.448810666697870886e+01
5.100000000000000533e+00 5.595326509198280718e+01
5.200000000000000178e+00 5.743181301966004071e+01
5.300000000000000711e+00 5.892306116648939707e+01
5.400000000000000355e+00 6.042624051498831506e+01
5.500000000000000000e+00 6.194049693724655725e+01
5.600000000000000533e+00 6.346488555970142187e+01
5.700000000000000178e+00 6.499836488439987647e+01
5.800000000000000711e+00 6.653979068545537245e+01
5.900000000000000355e+00 6.808790970297533818e+01
6.000000000000000000e+00 6.964135316037997825e+01
6.100000000000000533e+00 7.119863013471642432e+01
6.200000000000000178e+00 7.275812081325872782e+01
6.300000000000000711e+00 7.431806967332771308e+01
6.400000000000000355e+00 7.587657862582196344e+01
6.500000000000000000e+00 7.743160016637165199e+01
6.600000000000000533e+00 7.898093058125917310e+01
6.700000000000000178e+00 8.052220325824323766e+01
6.800000000000000711e+00 8.205288215511924932e+01
6.900000000000000355e+00 8.357025548119753466e+01
7.000000000000000000e+00 8.507142964882720548e+01
7.100000000000000533e+00 8.655332355358505936e+01
7.200000000000000178e+00 8.801266324274024555e+01
7.300000000000000711e+00 8.944597703204647132e+01
7.400000000000000355e+00 9.084959113076939730e+01
7.500000000000000000e+00 9.221962583408911485e+01
7.600000000000000533e+00 9.355199234060090419e+01
7.700000000000000178e+00 9.484239025055049410e+01
7.800000000000000711e+00 9.608630579767236668e+01
7.900000000000000355e+00 9.727901086404645525e+01
8.000000000000000000e+00 9.841556282326125427e+01
8.099999999999999645e+00 9.949080525238183270e+01
8.200000000000001066e+00 1.004993695478016491e+02
8.300000000000000711e+00 1.014356774740428762e+02
8.400000000000000355e+00 1.022939446680092033e+02
8.500000000000000000e+00 1.030681851141470418e+02
8.599999999999999645e+00 1.037522165985030398e+02
8.700000000000001066e+00 1.043396671418517059e+02
8.800000000000000711e+00 1.048239824039932699e+02
8.900000000000000355e+00 1.051984340430761051e+02
9.000000000000000000e+00 1.054561290054789708e+02
9.099999999999999645e+00 1.055900197134919551e+02
9.200000000000001066e+00 1.055929151098663681e+02
9.300000000000000711e+00 1.054574925103634939e+02
9.400000000000000355e+00 1.051763102078239740e+02
9.500000000000000000e+00 1.047418207641007797e+02
9.600000000000001421e+00 1.041463849195484244e+02
9.700000000000001066e+00 1.033822860437236102e+02
9.800000000000000711e+00 1.024417450456147378e+02
9.900000000000000355e+00 1.013169356571497275e+02
1.000000000000000000e+01 1.000000000000000000e+02
