t = 4.790000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.283015733593689367e-01
2.000000000000000111e-01 1.657331770832000561e+00
3.000000000000000444e-01 2.487817673257701312e+00
4.000000000000000222e-01 3.320483283824742671e+00
5.000000000000000000e-01 4.156048011367787787e+00
6.000000000000000888e-01 4.995225179894211109e+00
7.000000000000000666e-01 5.838720572552134946e+00
8.000000000000000444e-01 6.687231017807358846e+00
9.000000000000000222e-01 7.541443025048121918e+00
1.000000000000000000e+00 8.402031476192428627e+00
1.100000000000000089e+00 9.269658379139336546e+00
1.200000000000000178e+00 1.014497168809109695e+01
1.300000000000000044e+00 1.102860419488569654e+01
1.400000000000000133e+00 1.192117249452851269e+01
1.500000000000000000e+00 1.282327602710626380e+01
1.600000000000000089e+00 1.373549619721675086e+01
1.700000000000000178e+00 1.465839557096271761e+01
1.800000000000000044e+00 1.559251714944816314e+01
1.900000000000000133e+00 1.653838371658927286e+01
2.000000000000000000e+00 1.749649725791955746e+01
2.100000000000000089e+00 1.846733844593832075e+01
2.200000000000000178e+00 1.945136618643143223e+01
2.300000000000000266e+00 2.044901721909186421e+01
2.400000000000000355e+00 2.146070576469114499e+01
2.500000000000000000e+00 2.248682321000922713e+01
2.600000000000000089e+00 2.352773782072520703e+01
2.700000000000000178e+00 2.458379447151030917e+01
2.800000000000000266e+00 2.565531438165421818e+01
2.900000000000000355e+00 2.674259484369940765e+01
3.000000000000000000e+00 2.784590893176253346e+01
3.100000000000000089e+00 2.896550517549080794e+01
3.200000000000000178e+00 3.010160718493985499e+01
3.300000000000000266e+00 3.125441321107343740e+01
3.400000000000000355e+00 3.242409562607925722e+01
3.500000000000000000e+00 3.361080030727573842e+01
3.600000000000000089e+00 3.481464590805774151e+01
3.700000000000000178e+00 3.603572299910254628e+01
3.800000000000000266e+00 3.727409306293842661e+01
3.900000000000000355e+00 3.852978732497511061e+01
4.000000000000000000e+00 3.980280540421871649e+01
4.100000000000000533e+00 4.109311376715163533e+01
4.200000000000000178e+00 4.240064396866281982e+01
4.299999999999999822e+00 4.372529066447518886e+01
4.400000000000000355e+00 4.506690938024721049e+01
4.500000000000000000e+00 4.642531402343589519e+01
4.600000000000000533e+00 4.780027412510979445e+01
4.700000000000000178e+00 4.919151180020379854e+01
4.800000000000000711e+00 5.059869841622295894e+01
4.900000000000000355e+00 5.202145096213817510e+01
5.000000000000000000e+00 5.345932811118078831e+01
5.100000000000000533e+00 5.491182597343812688e+01
5.200000000000000178e+00 5.637837353658476047e+01
5.300000000000000711e+00 5.785832779574931095e+01
5.400000000000000355e+00 5.935096857641376999e+01
5.500000000000000000e+00 6.085549305736243042e+01
5.600000000000000533e+00 6.237101000402823558e+01
5.700000000000000178e+00 6.389653372611142146e+01
5.800000000000000711e+00 6.543097777704451801e+01
5.900000000000000355e+00 6.697314841672579178e+01
6.000000000000000000e+00 6.852173786290794055e+01
6.100000000000000533e+00 7.007531736067303996e+01
6.200000000000000178e+00 7.163233010350977281e+01
6.300000000000000711e+00 7.319108404358533448e+01
6.400000000000000355e+00 7.474974463282615034e+01
6.500000000000000000e+00 7.630632754033035781e+01
6.600000000000000533e+00 7.785869139537618366e+01
6.700000000000000178e+00 7.940453060880258818e+01
6.800000000000000711e+00 8.094136832875975074e+01
6.900000000000000355e+00 8.246654958969502047e+01
7.000000000000000000e+00 8.397723471589127087e+01
7.100000000000000533e+00 8.547039304284970740e+01
7.200000000000000178e+00 8.694279702124632081e+01
7.300000000000000711e+00 8.839101676903898408e+01
7.400000000000000355e+00 8.981141513750628746e+01
7.500000000000000000e+00 9.120014335652074067e+01
7.600000000000000533e+00 9.255313732315491393e+01
7.700000000000000178e+00 9.386611459576816685e+01
7.800000000000000711e+00 9.513457215299951031e+01
7.900000000000000355e+00 9.635378497359329231e+01
8.000000000000000000e+00 9.751880548871220356e+01
8.099999999999999645e+00 9.862446395335825855e+01
8.200000000000001066e+00 9.966536977775690787e+01
8.300000000000000711e+00 1.006359138530990265e+02
8.400000000000000355e+00 1.015302718989315878e+02
8.500000000000000000e+00 1.023424088518030999e+02
8.599999999999999645e+00 1.030660843065810752e+02
8.700000000000001066e+00 1.036948590132454768e+02
8.800000000000000711e+00 1.042221024230241966e+02
8.900000000000000355e+00 1.046410012685719266e+02
9.000000000000000000e+00 1.049445691536149781e+02
9.099999999999999645e+00 1.051256571182031365e+02
9.200000000000001066e+00 1.051769651365463716e+02
9.300000000000000711e+00 1.050910544954841583e+02
9.400000000000000355e+00 1.048603609930613629e+02
9.500000000000000000e+00 1.044772088885790140e+02
9.600000000000001421e+00 1.039338255279660643e+02
9.700000000000001066e+00 1.032223565614815755e+02
9.800000000000000711e+00 1.023348816647021522e+02
9.900000000000000355e+00 1.012634306685654906e+02
1.000000000000000000e+01 1.000000000000000000e+02
