t = 7.990000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.248838588372249925e+00
2.000000000000000111e-01 2.498217634310073265e+00
3.000000000000000444e-01 3.748676544194246674e+00
4.000000000000000222e-01 5.000752621548092414e+00
5.000000000000000000e-01 6.254980014365089325e+00
6.000000000000000888e-01 7.511888660877201751e+00
7.000000000000000666e-01 8.772003233133593980e+00
8.000000000000000444e-01 1.003584207766637881e+01
9.000000000000000222e-01 1.130391615240595549e+01
1.000000000000000000e+00 1.257672795887487993e+01
1.100000000000000089e+00 1.385477046853764449e+01
1.200000000000000178e+00 1.513852604201630925e+01
1.300000000000000044e+00 1.642846533970071832e+01
1.400000000000000133e+00 1.772504622208983349e+01
1.500000000000000000e+00 1.902871263799961810e+01
1.600000000000000089e+00 2.033989349856649298e+01
1.700000000000000178e+00 2.165900153476591328e+01
1.800000000000000044e+00 2.298643213595720525e+01
1.900000000000000133e+00 2.432256216676075411e+01
2.000000000000000000e+00 2.566774875937629830e+01
2.100000000000000089e+00 2.702232807826455740e+01
2.200000000000000178e+00 2.838661405394218207e+01
2.300000000000000266e+00 2.976089708248603927e+01
2.400000000000000355e+00 3.114544268721058273e+01
2.500000000000000000e+00 3.254049013887470920e+01
2.600000000000000089e+00 3.394625103069659389e+01
2.700000000000000178e+00 3.536290780440855031e+01
2.800000000000000266e+00 3.679061222357373850e+01
2.900000000000000355e+00 3.822948379041443445e+01
3.000000000000000000e+00 3.967960810247120662e+01
3.100000000000000089e+00 4.114103514552630969e+01
3.200000000000000178e+00 4.261377751938511693e+01
3.300000000000000266e+00 4.409780859331900871e+01
3.400000000000000355e+00 4.559306058823276686e+01
3.500000000000000000e+00 4.709942258293165196e+01
3.600000000000000089e+00 4.861673844222827512e+01
3.700000000000000178e+00 5.014480466504781475e+01
3.800000000000000266e+00 5.168336815116253291e+01
3.900000000000000355e+00 5.323212388571150910e+01
4.000000000000000000e+00 5.479071254123979884e+01
4.100000000000000533e+00 5.635871799761976320e+01
4.200000000000000178e+00 5.793566478089508109e+01
4.299999999999999822e+00 5.952101542281195634e+01
4.400000000000000355e+00 6.111416774356932535e+01
4.500000000000000000e+00 6.271445206112718296e+01
4.600000000000000533e+00 6.432112833125367501e+01
4.700000000000000178e+00 6.593338322336435908e+01
4.800000000000000711e+00 6.755032713810460621e+01
4.900000000000000355e+00 6.917099117354248961e+01
5.000000000000000000e+00 7.079432404776844123e+01
5.100000000000000533e+00 7.241918898663232085e+01
5.200000000000000178e+00 7.404436058628169803e+01
5.300000000000000711e+00 7.566852166108769495e+01
5.400000000000000355e+00 7.729026008845031015e+01
5.500000000000000000e+00 7.890806566285390033e+01
5.600000000000000533e+00 8.052032697238810499e+01
5.700000000000000178e+00 8.212532831174939929e+01
5.800000000000000711e+00 8.372124664648758596e+01
5.900000000000000355e+00 8.530614864394661367e+01
6.000000000000000000e+00 8.687798778696777902e+01
6.100000000000000533e+00 8.843460158695909001e+01
6.200000000000000178e+00 8.997370891338752585e+01
6.300000000000000711e+00 9.149290745710618467e+01
6.400000000000000355e+00 9.298967134518277078e+01
6.500000000000000000e+00 9.446134892504056779e+01
6.600000000000000533e+00 9.590516073575287237e+01
6.700000000000000178e+00 9.731819768424226424e+01
6.800000000000000711e+00 9.869741944391792288e+01
6.900000000000000355e+00 1.000396530929412648e+02
7.000000000000000000e+00 1.013415920088330466e+02
7.100000000000000533e+00 1.025997950355255739e+02
7.200000000000000178e+00 1.038106859382217522e+02
7.300000000000000711e+00 1.049705531605453643e+02
7.400000000000000355e+00 1.060755498974623094e+02
7.500000000000000000e+00 1.071216944963170334e+02
7.600000000000000533e+00 1.081048711970714891e+02
7.700000000000000178e+00 1.090208312214587778e+02
7.800000000000000711e+00 1.098651942192781661e+02
7.900000000000000355e+00 1.106334500784696075e+02
8.000000000000000000e+00 1.113209611039242048e+02
8.099999999999999645e+00 1.119229645682230654e+02
8.200000000000001066e+00 1.124345756356600674e+02
8.300000000000000711e+00 1.128507906590095899e+02
8.400000000000000355e+00 1.131664908465581760e+02
8.500000000000000000e+00 1.133764462949455520e+02
8.599999999999999645e+00 1.134753203813698121e+02
8.700000000000001066e+00 1.134576745067171544e+02
8.800000000000000711e+00 1.133179731791957749e+02
8.900000000000000355e+00 1.130505894261002311e+02
9.000000000000000000e+00 1.126498105194232409e+02
9.099999999999999645e+00 1.121098439991825302e+02
9.200000000000001066e+00 1.114248239765535118e+02
9.300000000000000711e+00 1.105888176972130594e+02
9.400000000000000355e+00 1.095958323437148465e+02
9.500000000000000000e+00 1.084398220542508255e+02
9.600000000000001421e+00 1.071146951338145783e+02
9.700000000000001066e+00 1.056143214325860242e+02
9.800000000000000711e+00 1.039325398653093089e+02
9.900000000000000355e+00 1.020631660445501439e+02
1.000000000000000000e+01 1.000000000000000000e+02
