%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.626329e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.625985e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.624954e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.623489e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.621930e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.620629e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.619890e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.619954e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.620964e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.622962e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.625911e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.629686e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.634075e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.638838e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.643718e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.648457e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.652856e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.656786e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.660219e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.663261e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.666148e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.669187e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.672656e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.676649e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.681017e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.685393e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.689214e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.691837e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.692687e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.692687e+01 +0.000000e+00
     31 +2.800000e-02 +9.826173e-04 +9.647828e+01 +0.000000e+00
     32 +2.800000e-02 +1.965235e-03 +9.605056e+01 +0.000000e+00
     33 +2.800000e-02 +2.947852e-03 +9.564817e+01 +0.000000e+00
     34 +2.800000e-02 +3.930469e-03 +9.527478e+01 +0.000000e+00
     35 +2.800000e-02 +4.913087e-03 +9.491054e+01 +0.000000e+00
     36 +2.800000e-02 +5.895704e-03 +9.451966e+01 +0.000000e+00
     37 +2.800000e-02 +6.878321e-03 +9.414299e+01 +0.000000e+00
     38 +2.800000e-02 +7.860939e-03 +9.381134e+01 +0.000000e+00
     39 +2.800000e-02 +8.843556e-03 +9.352971e+01 +0.000000e+00
     40 +2.800000e-02 +9.826173e-03 +9.329873e+01 +0.000000e+00
     41 +2.800000e-02 +1.080879e-02 +9.311832e+01 +0.000000e+00
     42 +2.800000e-02 +1.179141e-02 +9.298828e+01 +0.000000e+00
     43 +2.800000e-02 +1.277403e-02 +9.291053e+01 +0.000000e+00
     44 +2.800000e-02 +1.277403e-02 +9.291053e+01 +2.574632e+03
     45 +2.700000e-02 +1.277403e-02 +9.288368e+01 +2.573021e+03
     46 +2.700000e-02 +1.277403e-02 +9.288368e+01 +2.573021e+03
     47 +2.700000e-02 +1.180227e-02 +9.296085e+01 +2.577651e+03
     48 +2.700000e-02 +1.083052e-02 +9.308858e+01 +2.585315e+03
     49 +2.700000e-02 +9.858766e-03 +9.326550e+01 +2.595930e+03
     50 +2.700000e-02 +8.887013e-03 +9.349186e+01 +2.609512e+03
     51 +2.700000e-02 +7.915260e-03 +9.376790e+01 +2.626074e+03
     52 +2.700000e-02 +6.943506e-03 +9.409380e+01 +2.645628e+03
     53 +2.700000e-02 +5.971753e-03 +9.447049e+01 +2.668230e+03
     54 +2.700000e-02 +5.000000e-03 +9.492368e+01 +2.695421e+03
     55 +2.700000e-02 +5.000000e-03 +9.492368e+01 +2.695421e+03
     56 +2.600000e-02 +5.000000e-03 +9.494860e+01 +2.696916e+03
     57 +2.500000e-02 +5.000000e-03 +9.436044e+01 +2.661626e+03
     58 +2.500000e-02 +5.000000e-03 +9.436044e+01 +2.661626e+03
     59 +2.500000e-02 +5.971498e-03 +9.297965e+01 +2.578779e+03
     60 +2.500000e-02 +6.942997e-03 +9.175589e+01 +2.505354e+03
     61 +2.500000e-02 +7.914495e-03 +9.062020e+01 +2.437212e+03
     62 +2.500000e-02 +8.885994e-03 +8.957417e+01 +2.374450e+03
     63 +2.500000e-02 +9.857492e-03 +8.861675e+01 +2.317005e+03
     64 +2.500000e-02 +1.082899e-02 +8.774608e+01 +2.264765e+03
     65 +2.500000e-02 +1.180049e-02 +8.696030e+01 +2.217618e+03
     66 +2.500000e-02 +1.277199e-02 +8.625761e+01 +2.175457e+03
     67 +2.500000e-02 +1.374349e-02 +8.563618e+01 +2.138171e+03
     68 +2.500000e-02 +1.471498e-02 +8.509452e+01 +2.105671e+03
     69 +2.500000e-02 +1.568648e-02 +8.463158e+01 +2.077895e+03
     70 +2.500000e-02 +1.665798e-02 +8.424651e+01 +2.054791e+03
     71 +2.500000e-02 +1.762948e-02 +8.393852e+01 +2.036311e+03
     72 +2.500000e-02 +1.860098e-02 +8.370693e+01 +2.022416e+03
     73 +2.500000e-02 +1.957248e-02 +8.355110e+01 +2.013066e+03
     74 +2.500000e-02 +2.054398e-02 +8.347362e+01 +2.008417e+03
     75 +2.500000e-02 +2.054398e-02 +8.347362e+01 +2.008417e+03
     76 +2.400000e-02 +2.054398e-02 +8.347275e+01 +2.008365e+03
     77 +2.400000e-02 +2.054398e-02 +8.347275e+01 +2.008365e+03
     78 +2.400000e-02 +1.957248e-02 +8.355075e+01 +2.013045e+03
     79 +2.400000e-02 +1.860098e-02 +8.370664e+01 +2.022399e+03
     80 +2.400000e-02 +1.762948e-02 +8.393825e+01 +2.036295e+03
     81 +2.400000e-02 +1.665798e-02 +8.424621e+01 +2.054773e+03
     82 +2.400000e-02 +1.568648e-02 +8.463121e+01 +2.077873e+03
     83 +2.400000e-02 +1.471498e-02 +8.509405e+01 +2.105643e+03
     84 +2.400000e-02 +1.374349e-02 +8.563563e+01 +2.138138e+03
     85 +2.400000e-02 +1.277199e-02 +8.625708e+01 +2.175425e+03
     86 +2.400000e-02 +1.180049e-02 +8.695986e+01 +2.217591e+03
     87 +2.400000e-02 +1.082899e-02 +8.774566e+01 +2.264739e+03
     88 +2.400000e-02 +9.857492e-03 +8.861632e+01 +2.316979e+03
     89 +2.400000e-02 +8.885994e-03 +8.957377e+01 +2.374426e+03
     90 +2.400000e-02 +7.914495e-03 +9.061996e+01 +2.437197e+03
     91 +2.400000e-02 +6.942997e-03 +9.175636e+01 +2.505381e+03
     92 +2.400000e-02 +5.971498e-03 +9.298002e+01 +2.578801e+03
     93 +2.400000e-02 +5.000000e-03 +9.429668e+01 +2.657801e+03
     94 +2.400000e-02 +5.000000e-03 +9.429668e+01 +2.657801e+03
     95 +2.300000e-02 +5.000000e-03 +9.462033e+01 +2.677220e+03
     96 +2.200000e-02 +5.000000e-03 +9.409211e+01 +2.645527e+03
     97 +2.200000e-02 +5.000000e-03 +9.409211e+01 +2.645527e+03
     98 +2.200000e-02 +6.006734e-03 +9.255397e+01 +2.553238e+03
     99 +2.200000e-02 +7.013468e-03 +9.115399e+01 +2.469239e+03
    100 +2.200000e-02 +8.020202e-03 +8.984718e+01 +2.390831e+03
    101 +2.200000e-02 +9.026937e-03 +8.863580e+01 +2.318148e+03
    102 +2.200000e-02 +1.003367e-02 +8.751809e+01 +2.251086e+03
    103 +2.200000e-02 +1.104040e-02 +8.649163e+01 +2.189498e+03
    104 +2.200000e-02 +1.204714e-02 +8.555401e+01 +2.133240e+03
    105 +2.200000e-02 +1.305387e-02 +8.470298e+01 +2.082179e+03
    106 +2.200000e-02 +1.406061e-02 +8.393650e+01 +2.036190e+03
    107 +2.200000e-02 +1.506734e-02 +8.325267e+01 +1.995160e+03
