%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.671765e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.671803e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.671941e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.672244e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.672789e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.673607e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.674676e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.675938e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.677318e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.678733e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.680085e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.681251e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.682091e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.682471e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.682295e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.681529e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.680222e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.678514e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.676609e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.674708e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.672935e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.671338e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.669947e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.668818e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.668024e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.667604e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.667489e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.667520e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.667537e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.667537e+01 +0.000000e+00
     31 +2.800000e-02 +1.023347e-03 +9.655675e+01 +0.000000e+00
     32 +2.800000e-02 +2.046694e-03 +9.643974e+01 +0.000000e+00
     33 +2.800000e-02 +3.070042e-03 +9.632668e+01 +0.000000e+00
     34 +2.800000e-02 +4.093389e-03 +9.621989e+01 +0.000000e+00
     35 +2.800000e-02 +5.116736e-03 +9.611318e+01 +0.000000e+00
     36 +2.800000e-02 +6.140083e-03 +9.599885e+01 +0.000000e+00
     37 +2.800000e-02 +7.163430e-03 +9.589097e+01 +0.000000e+00
     38 +2.800000e-02 +8.186777e-03 +9.579628e+01 +0.000000e+00
     39 +2.800000e-02 +9.210125e-03 +9.571586e+01 +0.000000e+00
     40 +2.800000e-02 +1.023347e-02 +9.564989e+01 +0.000000e+00
     41 +2.800000e-02 +1.125682e-02 +9.559841e+01 +0.000000e+00
     42 +2.800000e-02 +1.228017e-02 +9.556140e+01 +0.000000e+00
     43 +2.800000e-02 +1.330351e-02 +9.553941e+01 +0.000000e+00
     44 +2.800000e-02 +1.330351e-02 +9.553941e+01 +2.732365e+03
     45 +2.700000e-02 +1.330351e-02 +9.553224e+01 +2.731934e+03
     46 +2.700000e-02 +1.330351e-02 +9.553224e+01 +2.731934e+03
     47 +2.700000e-02 +1.226557e-02 +9.555483e+01 +2.733290e+03
     48 +2.700000e-02 +1.122764e-02 +9.559268e+01 +2.735561e+03
     49 +2.700000e-02 +1.018970e-02 +9.564541e+01 +2.738725e+03
     50 +2.700000e-02 +9.151757e-03 +9.571304e+01 +2.742783e+03
     51 +2.700000e-02 +8.113818e-03 +9.579559e+01 +2.747735e+03
     52 +2.700000e-02 +7.075878e-03 +9.589301e+01 +2.753580e+03
     53 +2.700000e-02 +6.037939e-03 +9.600534e+01 +2.760320e+03
     54 +2.700000e-02 +5.000000e-03 +9.613885e+01 +2.768331e+03
     55 +2.700000e-02 +5.000000e-03 +9.613885e+01 +2.768331e+03
     56 +2.600000e-02 +5.000000e-03 +9.614215e+01 +2.768529e+03
     57 +2.500000e-02 +5.000000e-03 +9.594799e+01 +2.756879e+03
     58 +2.500000e-02 +5.000000e-03 +9.594799e+01 +2.756879e+03
     59 +2.500000e-02 +5.988288e-03 +9.544319e+01 +2.726592e+03
     60 +2.500000e-02 +6.976575e-03 +9.497870e+01 +2.698722e+03
     61 +2.500000e-02 +7.964863e-03 +9.453847e+01 +2.672308e+03
     62 +2.500000e-02 +8.953150e-03 +9.412370e+01 +2.647422e+03
     63 +2.500000e-02 +9.941438e-03 +9.373448e+01 +2.624069e+03
     64 +2.500000e-02 +1.092973e-02 +9.337066e+01 +2.602240e+03
     65 +2.500000e-02 +1.191801e-02 +9.303206e+01 +2.581924e+03
     66 +2.500000e-02 +1.290630e-02 +9.271848e+01 +2.563109e+03
     67 +2.500000e-02 +1.389459e-02 +9.242967e+01 +2.545780e+03
     68 +2.500000e-02 +1.488288e-02 +9.216535e+01 +2.529921e+03
     69 +2.500000e-02 +1.587116e-02 +9.192530e+01 +2.515518e+03
     70 +2.500000e-02 +1.685945e-02 +9.170942e+01 +2.502565e+03
     71 +2.500000e-02 +1.784774e-02 +9.151764e+01 +2.491058e+03
     72 +2.500000e-02 +1.883603e-02 +9.134995e+01 +2.480997e+03
     73 +2.500000e-02 +1.982431e-02 +9.120629e+01 +2.472377e+03
     74 +2.500000e-02 +2.081260e-02 +9.108659e+01 +2.465196e+03
     75 +2.500000e-02 +2.180089e-02 +9.099078e+01 +2.459447e+03
     76 +2.500000e-02 +2.278918e-02 +9.091874e+01 +2.455124e+03
     77 +2.500000e-02 +2.377746e-02 +9.087036e+01 +2.452221e+03
     78 +2.500000e-02 +2.476575e-02 +9.084636e+01 +2.450781e+03
     79 +2.500000e-02 +2.476575e-02 +9.084636e+01 +2.450781e+03
     80 +2.400000e-02 +2.476575e-02 +9.084639e+01 +2.450783e+03
     81 +2.400000e-02 +2.476575e-02 +9.084639e+01 +2.450783e+03
     82 +2.400000e-02 +2.377746e-02 +9.087037e+01 +2.452222e+03
     83 +2.400000e-02 +2.278918e-02 +9.091875e+01 +2.455125e+03
     84 +2.400000e-02 +2.180089e-02 +9.099078e+01 +2.459447e+03
     85 +2.400000e-02 +2.081260e-02 +9.108658e+01 +2.465195e+03
     86 +2.400000e-02 +1.982431e-02 +9.120627e+01 +2.472376e+03
     87 +2.400000e-02 +1.883603e-02 +9.134993e+01 +2.480996e+03
     88 +2.400000e-02 +1.784774e-02 +9.151764e+01 +2.491058e+03
     89 +2.400000e-02 +1.685945e-02 +9.170943e+01 +2.502566e+03
     90 +2.400000e-02 +1.587116e-02 +9.192532e+01 +2.515519e+03
     91 +2.400000e-02 +1.488288e-02 +9.216530e+01 +2.529918e+03
     92 +2.400000e-02 +1.389459e-02 +9.242954e+01 +2.545772e+03
     93 +2.400000e-02 +1.290630e-02 +9.271834e+01 +2.563101e+03
     94 +2.400000e-02 +1.191801e-02 +9.303194e+01 +2.581916e+03
     95 +2.400000e-02 +1.092973e-02 +9.337055e+01 +2.602233e+03
     96 +2.400000e-02 +9.941438e-03 +9.373436e+01 +2.624062e+03
     97 +2.400000e-02 +8.953150e-03 +9.412359e+01 +2.647415e+03
     98 +2.400000e-02 +7.964863e-03 +9.453839e+01 +2.672303e+03
     99 +2.400000e-02 +6.976575e-03 +9.497871e+01 +2.698723e+03
    100 +2.400000e-02 +5.988288e-03 +9.544338e+01 +2.726603e+03
    101 +2.400000e-02 +5.000000e-03 +9.594634e+01 +2.756781e+03
    102 +2.400000e-02 +5.000000e-03 +9.594634e+01 +2.756781e+03
    103 +2.300000e-02 +5.000000e-03 +9.613125e+01 +2.767875e+03
    104 +2.200000e-02 +5.000000e-03 +9.608900e+01 +2.765340e+03
    105 +2.200000e-02 +5.000000e-03 +9.608900e+01 +2.765340e+03
    106 +2.200000e-02 +5.979929e-03 +9.583343e+01 +2.750006e+03
    107 +2.200000e-02 +6.959859e-03 +9.560026e+01 +2.736016e+03
    108 +2.200000e-02 +7.939788e-03 +9.539137e+01 +2.723482e+03
    109 +2.200000e-02 +8.919717e-03 +9.520825e+01 +2.712495e+03
    110 +2.200000e-02 +9.899646e-03 +9.505110e+01 +2.703066e+03
    111 +2.200000e-02 +1.087958e-02 +9.491991e+01 +2.695195e+03
