%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +1.017065e+02 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +1.017049e+02 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +1.016998e+02 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +1.016931e+02 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +1.016864e+02 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +1.016805e+02 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +1.016750e+02 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +1.016694e+02 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +1.016628e+02 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +1.016550e+02 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +1.016462e+02 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +1.016367e+02 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +1.016269e+02 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +1.016169e+02 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +1.016063e+02 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +1.015944e+02 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +1.015807e+02 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +1.015653e+02 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +1.015491e+02 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +1.015330e+02 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +1.015172e+02 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +1.015015e+02 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +1.014858e+02 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +1.014703e+02 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +1.014559e+02 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +1.014437e+02 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +1.014345e+02 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +1.014289e+02 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +1.014271e+02 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +1.014271e+02 +0.000000e+00
     31 +2.800000e-02 +1.024819e-03 +1.013058e+02 +0.000000e+00
     32 +2.800000e-02 +2.049638e-03 +1.011800e+02 +0.000000e+00
     33 +2.800000e-02 +3.074456e-03 +1.010484e+02 +0.000000e+00
     34 +2.800000e-02 +4.099275e-03 +1.009042e+02 +0.000000e+00
     35 +2.800000e-02 +5.124094e-03 +1.007230e+02 +0.000000e+00
     36 +2.800000e-02 +6.148913e-03 +1.004988e+02 +0.000000e+00
     37 +2.800000e-02 +7.173731e-03 +1.002744e+02 +0.000000e+00
     38 +2.800000e-02 +8.198550e-03 +1.000643e+02 +0.000000e+00
     39 +2.800000e-02 +9.223369e-03 +9.986968e+01 +0.000000e+00
     40 +2.800000e-02 +1.024819e-02 +9.969089e+01 +0.000000e+00
     41 +2.800000e-02 +1.127301e-02 +9.952789e+01 +0.000000e+00
     42 +2.800000e-02 +1.229783e-02 +9.938067e+01 +0.000000e+00
     43 +2.800000e-02 +1.332264e-02 +9.924919e+01 +0.000000e+00
     44 +2.800000e-02 +1.434746e-02 +9.913340e+01 +0.000000e+00
     45 +2.800000e-02 +1.537228e-02 +9.903329e+01 +0.000000e+00
     46 +2.800000e-02 +1.639710e-02 +9.894881e+01 +0.000000e+00
     47 +2.800000e-02 +1.742192e-02 +9.887992e+01 +0.000000e+00
     48 +2.800000e-02 +1.844674e-02 +9.882653e+01 +0.000000e+00
     49 +2.800000e-02 +1.947156e-02 +9.878845e+01 +0.000000e+00
     50 +2.800000e-02 +2.049638e-02 +9.876591e+01 +0.000000e+00
     51 +2.800000e-02 +2.049638e-02 +9.876591e+01 +2.925955e+03
     52 +2.700000e-02 +2.049638e-02 +9.875872e+01 +2.925523e+03
     53 +2.700000e-02 +2.049638e-02 +9.875872e+01 +2.925523e+03
     54 +2.700000e-02 +1.946328e-02 +9.878140e+01 +2.926884e+03
     55 +2.700000e-02 +1.843019e-02 +9.881986e+01 +2.929192e+03
     56 +2.700000e-02 +1.739710e-02 +9.887392e+01 +2.932435e+03
     57 +2.700000e-02 +1.636401e-02 +9.894379e+01 +2.936627e+03
     58 +2.700000e-02 +1.533092e-02 +9.902951e+01 +2.941770e+03
     59 +2.700000e-02 +1.429783e-02 +9.913111e+01 +2.947867e+03
     60 +2.700000e-02 +1.326473e-02 +9.924864e+01 +2.954918e+03
     61 +2.700000e-02 +1.223164e-02 +9.938212e+01 +2.962927e+03
     62 +2.700000e-02 +1.119855e-02 +9.953159e+01 +2.971895e+03
     63 +2.700000e-02 +1.016546e-02 +9.969708e+01 +2.981825e+03
     64 +2.700000e-02 +9.132367e-03 +9.987863e+01 +2.992718e+03
     65 +2.700000e-02 +8.099275e-03 +1.000762e+02 +3.004574e+03
     66 +2.700000e-02 +7.066183e-03 +1.002898e+02 +3.017389e+03
     67 +2.700000e-02 +6.033092e-03 +1.005197e+02 +3.031183e+03
     68 +2.700000e-02 +5.000000e-03 +1.007892e+02 +3.047355e+03
     69 +2.700000e-02 +5.000000e-03 +1.007892e+02 +3.047355e+03
     70 +2.600000e-02 +5.000000e-03 +1.008811e+02 +3.052869e+03
     71 +2.500000e-02 +5.000000e-03 +1.007651e+02 +3.045904e+03
     72 +2.500000e-02 +5.000000e-03 +1.007651e+02 +3.045904e+03
     73 +2.500000e-02 +5.988542e-03 +1.003676e+02 +3.022057e+03
     74 +2.500000e-02 +6.977083e-03 +1.000026e+02 +3.000156e+03
     75 +2.500000e-02 +7.965625e-03 +9.966491e+01 +2.979895e+03
     76 +2.500000e-02 +8.954167e-03 +9.935579e+01 +2.961347e+03
     77 +2.500000e-02 +9.942708e-03 +9.907533e+01 +2.944520e+03
     78 +2.500000e-02 +1.093125e-02 +9.882342e+01 +2.929405e+03
     79 +2.500000e-02 +1.191979e-02 +9.859988e+01 +2.915993e+03
     80 +2.500000e-02 +1.290833e-02 +9.840446e+01 +2.904268e+03
     81 +2.500000e-02 +1.389687e-02 +9.823695e+01 +2.894217e+03
     82 +2.500000e-02 +1.488542e-02 +9.809724e+01 +2.885834e+03
     83 +2.500000e-02 +1.587396e-02 +9.798528e+01 +2.879117e+03
     84 +2.500000e-02 +1.686250e-02 +9.790104e+01 +2.874062e+03
     85 +2.500000e-02 +1.785104e-02 +9.784443e+01 +2.870666e+03
     86 +2.500000e-02 +1.883958e-02 +9.781637e+01 +2.868982e+03
     87 +2.500000e-02 +1.883958e-02 +9.781637e+01 +2.868982e+03
     88 +2.400000e-02 +1.883958e-02 +9.781641e+01 +2.868984e+03
     89 +2.400000e-02 +1.883958e-02 +9.781641e+01 +2.868984e+03
