%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.328223e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.328395e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.328964e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.329937e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.331325e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.333079e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.335099e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.337293e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.339631e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.342161e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.344981e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.348204e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.351929e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.356225e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.361110e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.366537e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.372379e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.378426e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.384394e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.390000e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.395017e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.399296e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.402765e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.405422e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.407318e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.408555e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.409268e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.409612e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.409718e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.409718e+01 +0.000000e+00
     31 +2.800000e-02 +1.007484e-03 +9.398051e+01 +0.000000e+00
     32 +2.800000e-02 +2.014968e-03 +9.386492e+01 +0.000000e+00
     33 +2.800000e-02 +3.022453e-03 +9.374722e+01 +0.000000e+00
     34 +2.800000e-02 +4.029937e-03 +9.361788e+01 +0.000000e+00
     35 +2.800000e-02 +5.037421e-03 +9.345078e+01 +0.000000e+00
     36 +2.800000e-02 +6.044905e-03 +9.323575e+01 +0.000000e+00
     37 +2.800000e-02 +7.052390e-03 +9.301553e+01 +0.000000e+00
     38 +2.800000e-02 +8.059874e-03 +9.280662e+01 +0.000000e+00
     39 +2.800000e-02 +9.067358e-03 +9.261054e+01 +0.000000e+00
     40 +2.800000e-02 +1.007484e-02 +9.242745e+01 +0.000000e+00
     41 +2.800000e-02 +1.108233e-02 +9.225736e+01 +0.000000e+00
     42 +2.800000e-02 +1.208981e-02 +9.210020e+01 +0.000000e+00
     43 +2.800000e-02 +1.309730e-02 +9.195584e+01 +0.000000e+00
     44 +2.800000e-02 +1.410478e-02 +9.182412e+01 +0.000000e+00
     45 +2.800000e-02 +1.511226e-02 +9.170494e+01 +0.000000e+00
     46 +2.800000e-02 +1.611975e-02 +9.159831e+01 +0.000000e+00
     47 +2.800000e-02 +1.712723e-02 +9.150421e+01 +0.000000e+00
     48 +2.800000e-02 +1.813472e-02 +9.142266e+01 +0.000000e+00
     49 +2.800000e-02 +1.914220e-02 +9.135363e+01 +0.000000e+00
     50 +2.800000e-02 +2.014968e-02 +9.129711e+01 +0.000000e+00
     51 +2.800000e-02 +2.115717e-02 +9.125307e+01 +0.000000e+00
     52 +2.800000e-02 +2.216465e-02 +9.122146e+01 +0.000000e+00
     53 +2.800000e-02 +2.317214e-02 +9.120267e+01 +0.000000e+00
     54 +2.800000e-02 +2.317214e-02 +9.120267e+01 +2.472160e+03
     55 +2.700000e-02 +2.317214e-02 +9.119646e+01 +2.471787e+03
     56 +2.700000e-02 +2.317214e-02 +9.119646e+01 +2.471787e+03
     57 +2.700000e-02 +2.216257e-02 +9.121532e+01 +2.472919e+03
     58 +2.700000e-02 +2.115301e-02 +9.124703e+01 +2.474822e+03
     59 +2.700000e-02 +2.014345e-02 +9.129121e+01 +2.477473e+03
     60 +2.700000e-02 +1.913388e-02 +9.134794e+01 +2.480876e+03
     61 +2.700000e-02 +1.812432e-02 +9.141722e+01 +2.485033e+03
     62 +2.700000e-02 +1.711476e-02 +9.149908e+01 +2.489945e+03
     63 +2.700000e-02 +1.610520e-02 +9.159353e+01 +2.495612e+03
     64 +2.700000e-02 +1.509563e-02 +9.170059e+01 +2.502035e+03
     65 +2.700000e-02 +1.408607e-02 +9.182022e+01 +2.509213e+03
     66 +2.700000e-02 +1.307651e-02 +9.195241e+01 +2.517145e+03
     67 +2.700000e-02 +1.206694e-02 +9.209724e+01 +2.525834e+03
     68 +2.700000e-02 +1.105738e-02 +9.225495e+01 +2.535297e+03
     69 +2.700000e-02 +1.004782e-02 +9.242568e+01 +2.545541e+03
     70 +2.700000e-02 +9.038253e-03 +9.260946e+01 +2.556568e+03
     71 +2.700000e-02 +8.028690e-03 +9.280630e+01 +2.568378e+03
     72 +2.700000e-02 +7.019126e-03 +9.301613e+01 +2.580968e+03
     73 +2.700000e-02 +6.009563e-03 +9.323949e+01 +2.594369e+03
     74 +2.700000e-02 +5.000000e-03 +9.350157e+01 +2.610094e+03
     75 +2.700000e-02 +5.000000e-03 +9.350157e+01 +2.610094e+03
     76 +2.600000e-02 +5.000000e-03 +9.360831e+01 +2.616499e+03
     77 +2.500000e-02 +5.000000e-03 +9.356254e+01 +2.613753e+03
     78 +2.500000e-02 +5.000000e-03 +9.356254e+01 +2.613753e+03
     79 +2.500000e-02 +5.943432e-03 +9.337812e+01 +2.602687e+03
     80 +2.500000e-02 +6.886864e-03 +9.321924e+01 +2.593154e+03
     81 +2.500000e-02 +7.830296e-03 +9.308225e+01 +2.584935e+03
     82 +2.500000e-02 +8.773728e-03 +9.296785e+01 +2.578071e+03
     83 +2.500000e-02 +9.717160e-03 +9.287613e+01 +2.572568e+03
     84 +2.500000e-02 +1.066059e-02 +9.280702e+01 +2.568421e+03
     85 +2.500000e-02 +1.160402e-02 +9.276037e+01 +2.565622e+03
     86 +2.500000e-02 +1.254746e-02 +9.273694e+01 +2.564217e+03
     87 +2.500000e-02 +1.254746e-02 +9.273694e+01 +2.564217e+03
     88 +2.400000e-02 +1.254746e-02 +9.273712e+01 +2.564227e+03
     89 +2.400000e-02 +1.254746e-02 +9.273712e+01 +2.564227e+03
