%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.383895e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.383627e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.382778e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.381449e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.379734e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.377712e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.375442e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.372983e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.370420e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.367869e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.365462e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.363324e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.361550e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.360193e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.359242e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.358640e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.358327e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.358279e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.358505e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.359020e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.359808e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.360812e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.361968e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.363215e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.364494e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.365727e+01 -2.329200e+04
