%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.484111e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.484068e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.483924e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.483540e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.482790e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.481626e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.480091e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.478306e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.476430e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.474615e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.472949e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.471404e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.469864e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.468230e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.466510e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.464838e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.463409e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.462383e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.461850e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.461822e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.462228e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.462932e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.463779e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.464618e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.465332e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.465852e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.466167e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.466319e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.466368e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.466368e+01 +0.000000e+00
     31 +2.800000e-02 +1.001834e-03 +9.454726e+01 +0.000000e+00
     32 +2.800000e-02 +2.003668e-03 +9.443110e+01 +0.000000e+00
     33 +2.800000e-02 +3.005501e-03 +9.431303e+01 +0.000000e+00
     34 +2.800000e-02 +4.007335e-03 +9.418544e+01 +0.000000e+00
     35 +2.800000e-02 +5.009169e-03 +9.402528e+01 +0.000000e+00
     36 +2.800000e-02 +6.011003e-03 +9.382107e+01 +0.000000e+00
     37 +2.800000e-02 +7.012836e-03 +9.361174e+01 +0.000000e+00
     38 +2.800000e-02 +8.014670e-03 +9.341364e+01 +0.000000e+00
     39 +2.800000e-02 +9.016504e-03 +9.322843e+01 +0.000000e+00
     40 +2.800000e-02 +1.001834e-02 +9.305630e+01 +0.000000e+00
     41 +2.800000e-02 +1.102017e-02 +9.289727e+01 +0.000000e+00
     42 +2.800000e-02 +1.202201e-02 +9.275130e+01 +0.000000e+00
     43 +2.800000e-02 +1.302384e-02 +9.261835e+01 +0.000000e+00
     44 +2.800000e-02 +1.402567e-02 +9.249830e+01 +0.000000e+00
     45 +2.800000e-02 +1.502751e-02 +9.239099e+01 +0.000000e+00
     46 +2.800000e-02 +1.602934e-02 +9.229631e+01 +0.000000e+00
     47 +2.800000e-02 +1.703117e-02 +9.221421e+01 +0.000000e+00
     48 +2.800000e-02 +1.803301e-02 +9.214469e+01 +0.000000e+00
     49 +2.800000e-02 +1.903484e-02 +9.208774e+01 +0.000000e+00
     50 +2.800000e-02 +2.003668e-02 +9.204335e+01 +0.000000e+00
     51 +2.800000e-02 +2.103851e-02 +9.201146e+01 +0.000000e+00
     52 +2.800000e-02 +2.204034e-02 +9.199248e+01 +0.000000e+00
     53 +2.800000e-02 +2.204034e-02 +9.199248e+01 +2.519549e+03
     54 +2.700000e-02 +2.204034e-02 +9.198616e+01 +2.519170e+03
     55 +2.700000e-02 +2.204034e-02 +9.198616e+01 +2.519170e+03
     56 +2.700000e-02 +2.103797e-02 +9.200516e+01 +2.520310e+03
     57 +2.700000e-02 +2.003560e-02 +9.203708e+01 +2.522225e+03
     58 +2.700000e-02 +1.903322e-02 +9.208151e+01 +2.524890e+03
     59 +2.700000e-02 +1.803085e-02 +9.213851e+01 +2.528310e+03
     60 +2.700000e-02 +1.702848e-02 +9.220809e+01 +2.532486e+03
     61 +2.700000e-02 +1.602610e-02 +9.229028e+01 +2.537417e+03
     62 +2.700000e-02 +1.502373e-02 +9.238505e+01 +2.543103e+03
     63 +2.700000e-02 +1.402136e-02 +9.249239e+01 +2.549544e+03
     64 +2.700000e-02 +1.301898e-02 +9.261246e+01 +2.556748e+03
     65 +2.700000e-02 +1.201661e-02 +9.274549e+01 +2.564730e+03
     66 +2.700000e-02 +1.101424e-02 +9.289158e+01 +2.573495e+03
     67 +2.700000e-02 +1.001187e-02 +9.305074e+01 +2.583045e+03
     68 +2.700000e-02 +9.009492e-03 +9.322302e+01 +2.593381e+03
     69 +2.700000e-02 +8.007119e-03 +9.340839e+01 +2.604503e+03
     70 +2.700000e-02 +7.004746e-03 +9.360681e+01 +2.616409e+03
     71 +2.700000e-02 +6.002373e-03 +9.381879e+01 +2.629128e+03
     72 +2.700000e-02 +5.000000e-03 +9.406753e+01 +2.644052e+03
     73 +2.700000e-02 +5.000000e-03 +9.406753e+01 +2.644052e+03
     74 +2.600000e-02 +5.000000e-03 +9.416302e+01 +2.649781e+03
     75 +2.500000e-02 +5.000000e-03 +9.409793e+01 +2.645876e+03
     76 +2.500000e-02 +5.000000e-03 +9.409793e+01 +2.645876e+03
     77 +2.500000e-02 +5.981798e-03 +9.387016e+01 +2.632209e+03
     78 +2.500000e-02 +6.963595e-03 +9.367203e+01 +2.620322e+03
     79 +2.500000e-02 +7.945393e-03 +9.349765e+01 +2.609859e+03
