%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.740573e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.740381e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.739770e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.738402e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.736000e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.732498e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.728067e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.723062e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.717916e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.713058e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.708841e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.705436e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.702845e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.701001e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.699822e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.699232e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.699150e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.699428e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.699880e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.700376e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.700917e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.701632e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.702730e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.704376e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.706601e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.709227e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.711804e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.713700e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.714320e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.714320e+01 +0.000000e+00
     31 +2.800000e-02 +1.000215e-03 +9.668462e+01 +0.000000e+00
     32 +2.800000e-02 +2.000429e-03 +9.624318e+01 +0.000000e+00
     33 +2.800000e-02 +3.000644e-03 +9.582481e+01 +0.000000e+00
     34 +2.800000e-02 +4.000859e-03 +9.543485e+01 +0.000000e+00
     35 +2.800000e-02 +5.001073e-03 +9.505133e+01 +0.000000e+00
