%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.104119e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.103960e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.103462e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.102651e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.101553e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.100199e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.098619e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.096855e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.094965e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.093029e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.091142e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.089406e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.087915e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.086749e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.085947e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.085513e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.085424e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.085642e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.086126e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.086847e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.087795e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.088956e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.090282e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.091651e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.092890e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.093846e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.094461e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.094777e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.094876e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.094876e+01 +0.000000e+00
     31 +2.800000e-02 +9.948079e-04 +9.083357e+01 +0.000000e+00
     32 +2.800000e-02 +1.989616e-03 +9.071944e+01 +0.000000e+00
     33 +2.800000e-02 +2.984424e-03 +9.060351e+01 +0.000000e+00
     34 +2.800000e-02 +3.979232e-03 +9.047679e+01 +0.000000e+00
     35 +2.800000e-02 +4.974040e-03 +9.031407e+01 +0.000000e+00
     36 +2.800000e-02 +5.968847e-03 +9.010157e+01 +0.000000e+00
     37 +2.800000e-02 +6.963655e-03 +8.988049e+01 +0.000000e+00
     38 +2.800000e-02 +7.958463e-03 +8.966919e+01 +0.000000e+00
     39 +2.800000e-02 +8.953271e-03 +8.946949e+01 +0.000000e+00
     40 +2.800000e-02 +9.948079e-03 +8.928155e+01 +0.000000e+00
     41 +2.800000e-02 +1.094289e-02 +8.910532e+01 +0.000000e+00
     42 +2.800000e-02 +1.193769e-02 +8.894068e+01 +0.000000e+00
     43 +2.800000e-02 +1.293250e-02 +8.878749e+01 +0.000000e+00
     44 +2.800000e-02 +1.392731e-02 +8.864573e+01 +0.000000e+00
     45 +2.800000e-02 +1.492212e-02 +8.851538e+01 +0.000000e+00
     46 +2.800000e-02 +1.591693e-02 +8.839646e+01 +0.000000e+00
     47 +2.800000e-02 +1.691173e-02 +8.828895e+01 +0.000000e+00
     48 +2.800000e-02 +1.790654e-02 +8.819283e+01 +0.000000e+00
     49 +2.800000e-02 +1.890135e-02 +8.810808e+01 +0.000000e+00
     50 +2.800000e-02 +1.989616e-02 +8.803467e+01 +0.000000e+00
     51 +2.800000e-02 +2.089097e-02 +8.797258e+01 +0.000000e+00
     52 +2.800000e-02 +2.188577e-02 +8.792176e+01 +0.000000e+00
     53 +2.800000e-02 +2.288058e-02 +8.788218e+01 +0.000000e+00
     54 +2.800000e-02 +2.387539e-02 +8.785376e+01 +0.000000e+00
     55 +2.800000e-02 +2.487020e-02 +8.783684e+01 +0.000000e+00
     56 +2.800000e-02 +2.487020e-02 +8.783684e+01 +2.270211e+03
     57 +2.700000e-02 +2.487020e-02 +8.783115e+01 +2.269869e+03
     58 +2.700000e-02 +2.487020e-02 +8.783115e+01 +2.269869e+03
     59 +2.700000e-02 +2.387669e-02 +8.784803e+01 +2.270882e+03
