%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.255143e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.254845e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.253901e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.252407e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.250458e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.248136e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.245503e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.242615e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.239531e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.236328e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.233110e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.229998e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.227113e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.224535e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.222265e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.220233e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.218365e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.216629e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.215051e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.213682e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.212554e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.211671e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.211031e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.210638e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.210495e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.210574e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.210785e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.210990e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.211061e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.211061e+01 +0.000000e+00
     31 +2.800000e-02 +1.021620e-03 +9.199263e+01 +0.000000e+00
     32 +2.800000e-02 +2.043239e-03 +9.187710e+01 +0.000000e+00
     33 +2.800000e-02 +3.064859e-03 +9.176538e+01 +0.000000e+00
     34 +2.800000e-02 +4.086478e-03 +9.165773e+01 +0.000000e+00
     35 +2.800000e-02 +5.108098e-03 +9.154463e+01 +0.000000e+00
     36 +2.800000e-02 +6.129717e-03 +9.141800e+01 +0.000000e+00
     37 +2.800000e-02 +7.151337e-03 +9.129543e+01 +0.000000e+00
     38 +2.800000e-02 +8.172956e-03 +9.118461e+01 +0.000000e+00
     39 +2.800000e-02 +9.194576e-03 +9.108660e+01 +0.000000e+00
     40 +2.800000e-02 +1.021620e-02 +9.100156e+01 +0.000000e+00
     41 +2.800000e-02 +1.123781e-02 +9.092952e+01 +0.000000e+00
     42 +2.800000e-02 +1.225943e-02 +9.087048e+01 +0.000000e+00
     43 +2.800000e-02 +1.328105e-02 +9.082441e+01 +0.000000e+00
     44 +2.800000e-02 +1.430267e-02 +9.079129e+01 +0.000000e+00
     45 +2.800000e-02 +1.532429e-02 +9.077161e+01 +0.000000e+00
     46 +2.800000e-02 +1.532429e-02 +9.077161e+01 +2.446297e+03
     47 +2.700000e-02 +1.532429e-02 +9.076515e+01 +2.445909e+03
     48 +2.700000e-02 +1.532429e-02 +9.076515e+01 +2.445909e+03
     49 +2.700000e-02 +1.429186e-02 +9.078530e+01 +2.447118e+03
     50 +2.700000e-02 +1.325943e-02 +9.081898e+01 +2.449139e+03
     51 +2.700000e-02 +1.222700e-02 +9.086587e+01 +2.451952e+03
     52 +2.700000e-02 +1.119458e-02 +9.092602e+01 +2.455561e+03
     53 +2.700000e-02 +1.016215e-02 +9.099942e+01 +2.459965e+03
     54 +2.700000e-02 +9.129717e-03 +9.108611e+01 +2.465167e+03
     55 +2.700000e-02 +8.097288e-03 +9.118609e+01 +2.471165e+03
     56 +2.700000e-02 +7.064859e-03 +9.129931e+01 +2.477959e+03
     57 +2.700000e-02 +6.032429e-03 +9.142591e+01 +2.485554e+03
     58 +2.700000e-02 +5.000000e-03 +9.157468e+01 +2.494481e+03
     59 +2.700000e-02 +5.000000e-03 +9.157468e+01 +2.494481e+03
     60 +2.600000e-02 +5.000000e-03 +9.159276e+01 +2.495565e+03
     61 +2.500000e-02 +5.000000e-03 +9.142855e+01 +2.485713e+03
     62 +2.500000e-02 +5.000000e-03 +9.142855e+01 +2.485713e+03
     63 +2.500000e-02 +6.018720e-03 +9.098936e+01 +2.459361e+03
     64 +2.500000e-02 +7.037441e-03 +9.058812e+01 +2.435287e+03
     65 +2.500000e-02 +8.056161e-03 +9.021024e+01 +2.412615e+03
     66 +2.500000e-02 +9.074881e-03 +8.985679e+01 +2.391407e+03
     67 +2.500000e-02 +1.009360e-02 +8.952783e+01 +2.371670e+03
     68 +2.500000e-02 +1.111232e-02 +8.922324e+01 +2.353395e+03
     69 +2.500000e-02 +1.213104e-02 +8.894286e+01 +2.336572e+03
     70 +2.500000e-02 +1.314976e-02 +8.868651e+01 +2.321191e+03
     71 +2.500000e-02 +1.416848e-02 +8.845404e+01 +2.307243e+03
     72 +2.500000e-02 +1.518720e-02 +8.824530e+01 +2.294718e+03
     73 +2.500000e-02 +1.620592e-02 +8.806010e+01 +2.283606e+03
     74 +2.500000e-02 +1.722464e-02 +8.789827e+01 +2.273896e+03
     75 +2.500000e-02 +1.824336e-02 +8.775973e+01 +2.265584e+03
     76 +2.500000e-02 +1.926208e-02 +8.764434e+01 +2.258660e+03
     77 +2.500000e-02 +2.028081e-02 +8.755197e+01 +2.253118e+03
     78 +2.500000e-02 +2.129953e-02 +8.748255e+01 +2.248953e+03
     79 +2.500000e-02 +2.231825e-02 +8.743603e+01 +2.246162e+03
     80 +2.500000e-02 +2.333697e-02 +8.741308e+01 +2.244785e+03
     81 +2.500000e-02 +2.333697e-02 +8.741308e+01 +2.244785e+03
     82 +2.400000e-02 +2.333697e-02 +8.741312e+01 +2.244787e+03
     83 +2.400000e-02 +2.333697e-02 +8.741312e+01 +2.244787e+03
     84 +2.400000e-02 +2.231825e-02 +8.743605e+01 +2.246163e+03
     85 +2.400000e-02 +2.129953e-02 +8.748259e+01 +2.248955e+03
     86 +2.400000e-02 +2.028081e-02 +8.755202e+01 +2.253121e+03
     87 +2.400000e-02 +1.926208e-02 +8.764439e+01 +2.258663e+03
     88 +2.400000e-02 +1.824336e-02 +8.775971e+01 +2.265582e+03
     89 +2.400000e-02 +1.722464e-02 +8.789816e+01 +2.273889e+03
     90 +2.400000e-02 +1.620592e-02 +8.805994e+01 +2.283596e+03
     91 +2.400000e-02 +1.518720e-02 +8.824515e+01 +2.294709e+03
     92 +2.400000e-02 +1.416848e-02 +8.845391e+01 +2.307235e+03
     93 +2.400000e-02 +1.314976e-02 +8.868639e+01 +2.321183e+03
     94 +2.400000e-02 +1.213104e-02 +8.894274e+01 +2.336564e+03
     95 +2.400000e-02 +1.111232e-02 +8.922312e+01 +2.353387e+03
     96 +2.400000e-02 +1.009360e-02 +8.952771e+01 +2.371663e+03
     97 +2.400000e-02 +9.074881e-03 +8.985667e+01 +2.391400e+03
     98 +2.400000e-02 +8.056161e-03 +9.021016e+01 +2.412609e+03
     99 +2.400000e-02 +7.037441e-03 +9.058815e+01 +2.435289e+03
    100 +2.400000e-02 +6.018720e-03 +9.098955e+01 +2.459373e+03
    101 +2.400000e-02 +5.000000e-03 +9.142239e+01 +2.485344e+03
    102 +2.400000e-02 +5.000000e-03 +9.142239e+01 +2.485344e+03
