%_node_ ______x1_____ ______x2_____ ______T______ ______q______
      1 +0.000000e+00 +0.000000e+00 +9.594080e+01 -2.329200e+04
      2 +1.000000e-03 +0.000000e+00 +9.594249e+01 -2.329200e+04
      3 +2.000000e-03 +0.000000e+00 +9.594805e+01 -2.329200e+04
      4 +3.000000e-03 +0.000000e+00 +9.595765e+01 -2.329200e+04
      5 +4.000000e-03 +0.000000e+00 +9.597199e+01 -2.329200e+04
      6 +5.000000e-03 +0.000000e+00 +9.599218e+01 -2.329200e+04
      7 +6.000000e-03 +0.000000e+00 +9.601950e+01 -2.329200e+04
      8 +7.000000e-03 +0.000000e+00 +9.605512e+01 -2.329200e+04
      9 +8.000000e-03 +0.000000e+00 +9.609973e+01 -2.329200e+04
     10 +9.000000e-03 +0.000000e+00 +9.615335e+01 -2.329200e+04
     11 +1.000000e-02 +0.000000e+00 +9.621542e+01 -2.329200e+04
     12 +1.100000e-02 +0.000000e+00 +9.628474e+01 -2.329200e+04
     13 +1.200000e-02 +0.000000e+00 +9.635949e+01 -2.329200e+04
     14 +1.300000e-02 +0.000000e+00 +9.643743e+01 -2.329200e+04
     15 +1.400000e-02 +0.000000e+00 +9.651594e+01 -2.329200e+04
     16 +1.500000e-02 +0.000000e+00 +9.659228e+01 -2.329200e+04
     17 +1.600000e-02 +0.000000e+00 +9.666401e+01 -2.329200e+04
     18 +1.700000e-02 +0.000000e+00 +9.672937e+01 -2.329200e+04
     19 +1.800000e-02 +0.000000e+00 +9.678733e+01 -2.329200e+04
     20 +1.900000e-02 +0.000000e+00 +9.683742e+01 -2.329200e+04
     21 +2.000000e-02 +0.000000e+00 +9.687959e+01 -2.329200e+04
     22 +2.100000e-02 +0.000000e+00 +9.691405e+01 -2.329200e+04
     23 +2.200000e-02 +0.000000e+00 +9.694142e+01 -2.329200e+04
     24 +2.300000e-02 +0.000000e+00 +9.696261e+01 -2.329200e+04
     25 +2.400000e-02 +0.000000e+00 +9.697879e+01 -2.329200e+04
     26 +2.500000e-02 +0.000000e+00 +9.699096e+01 -2.329200e+04
     27 +2.600000e-02 +0.000000e+00 +9.699966e+01 -2.329200e+04
     28 +2.700000e-02 +0.000000e+00 +9.700495e+01 -2.329200e+04
     29 +2.800000e-02 +0.000000e+00 +9.700665e+01 -2.329200e+04
     30 +2.800000e-02 +0.000000e+00 +9.700665e+01 +0.000000e+00
     31 +2.800000e-02 +9.769702e-04 +9.689444e+01 +0.000000e+00
     32 +2.800000e-02 +1.953940e-03 +9.678574e+01 +0.000000e+00
     33 +2.800000e-02 +2.930910e-03 +9.668017e+01 +0.000000e+00
     34 +2.800000e-02 +3.907881e-03 +9.657554e+01 +0.000000e+00
     35 +2.800000e-02 +4.884851e-03 +9.646106e+01 +0.000000e+00
     36 +2.800000e-02 +5.861821e-03 +9.632517e+01 +0.000000e+00
     37 +2.800000e-02 +6.838791e-03 +9.618774e+01 +0.000000e+00
     38 +2.800000e-02 +7.815761e-03 +9.606147e+01 +0.000000e+00
     39 +2.800000e-02 +8.792731e-03 +9.594820e+01 +0.000000e+00
     40 +2.800000e-02 +9.769702e-03 +9.584816e+01 +0.000000e+00
     41 +2.800000e-02 +1.074667e-02 +9.576140e+01 +0.000000e+00
     42 +2.800000e-02 +1.172364e-02 +9.568791e+01 +0.000000e+00
     43 +2.800000e-02 +1.270061e-02 +9.562768e+01 +0.000000e+00
     44 +2.800000e-02 +1.367758e-02 +9.558067e+01 +0.000000e+00
     45 +2.800000e-02 +1.465455e-02 +9.554686e+01 +0.000000e+00
     46 +2.800000e-02 +1.563152e-02 +9.552676e+01 +0.000000e+00
     47 +2.800000e-02 +1.563152e-02 +9.552676e+01 +2.731605e+03
     48 +2.700000e-02 +1.563152e-02 +9.551960e+01 +2.731176e+03
     49 +2.700000e-02 +1.563152e-02 +9.551960e+01 +2.731176e+03
     50 +2.700000e-02 +1.466502e-02 +9.553957e+01 +2.732374e+03
     51 +2.700000e-02 +1.369852e-02 +9.557281e+01 +2.734369e+03
     52 +2.700000e-02 +1.273202e-02 +9.561896e+01 +2.737138e+03
     53 +2.700000e-02 +1.176551e-02 +9.567805e+01 +2.740683e+03
     54 +2.700000e-02 +1.079901e-02 +9.575010e+01 +2.745006e+03
     55 +2.700000e-02 +9.832510e-03 +9.583514e+01 +2.750108e+03
     56 +2.700000e-02 +8.866008e-03 +9.593318e+01 +2.755991e+03
     57 +2.700000e-02 +7.899506e-03 +9.604421e+01 +2.762653e+03
     58 +2.700000e-02 +6.933004e-03 +9.616822e+01 +2.770093e+03
     59 +2.700000e-02 +5.966502e-03 +9.630551e+01 +2.778331e+03
     60 +2.700000e-02 +5.000000e-03 +9.646909e+01 +2.788145e+03
     61 +2.700000e-02 +5.000000e-03 +9.646909e+01 +2.788145e+03
     62 +2.600000e-02 +5.000000e-03 +9.651107e+01 +2.790664e+03
     63 +2.500000e-02 +5.000000e-03 +9.639493e+01 +2.783696e+03
     64 +2.500000e-02 +5.000000e-03 +9.639493e+01 +2.783696e+03
     65 +2.500000e-02 +5.981333e-03 +9.607877e+01 +2.764726e+03
     66 +2.500000e-02 +6.962666e-03 +9.579857e+01 +2.747914e+03
     67 +2.500000e-02 +7.943999e-03 +9.554338e+01 +2.732603e+03
     68 +2.500000e-02 +8.925332e-03 +9.531397e+01 +2.718838e+03
     69 +2.500000e-02 +9.906666e-03 +9.511043e+01 +2.706626e+03
     70 +2.500000e-02 +1.088800e-02 +9.493264e+01 +2.695958e+03
     71 +2.500000e-02 +1.186933e-02 +9.478038e+01 +2.686823e+03
     72 +2.500000e-02 +1.285066e-02 +9.465346e+01 +2.679208e+03
     73 +2.500000e-02 +1.383200e-02 +9.455180e+01 +2.673108e+03
     74 +2.500000e-02 +1.481333e-02 +9.447536e+01 +2.668521e+03
     75 +2.500000e-02 +1.579466e-02 +9.442404e+01 +2.665442e+03
     76 +2.500000e-02 +1.677600e-02 +9.439869e+01 +2.663921e+03
     77 +2.500000e-02 +1.677600e-02 +9.439869e+01 +2.663921e+03
     78 +2.400000e-02 +1.677600e-02 +9.439852e+01 +2.663911e+03
     79 +2.400000e-02 +1.677600e-02 +9.439852e+01 +2.663911e+03
     80 +2.400000e-02 +1.579466e-02 +9.442398e+01 +2.665439e+03
     81 +2.400000e-02 +1.481333e-02 +9.447533e+01 +2.668520e+03
     82 +2.400000e-02 +1.383200e-02 +9.455181e+01 +2.673109e+03
     83 +2.400000e-02 +1.285066e-02 +9.465349e+01 +2.679210e+03
     84 +2.400000e-02 +1.186933e-02 +9.478041e+01 +2.686824e+03
     85 +2.400000e-02 +1.088800e-02 +9.493260e+01 +2.695956e+03
     86 +2.400000e-02 +9.906666e-03 +9.511032e+01 +2.706619e+03
     87 +2.400000e-02 +8.925332e-03 +9.531383e+01 +2.718830e+03
     88 +2.400000e-02 +7.943999e-03 +9.554324e+01 +2.732595e+03
     89 +2.400000e-02 +6.962666e-03 +9.579846e+01 +2.747908e+03
     90 +2.400000e-02 +5.981333e-03 +9.607856e+01 +2.764714e+03
     91 +2.400000e-02 +5.000000e-03 +9.638965e+01 +2.783379e+03
     92 +2.400000e-02 +5.000000e-03 +9.638965e+01 +2.783379e+03
     93 +2.300000e-02 +5.000000e-03 +9.648727e+01 +2.789236e+03
     94 +2.200000e-02 +5.000000e-03 +9.643299e+01 +2.785979e+03
     95 +2.200000e-02 +5.000000e-03 +9.643299e+01 +2.785979e+03
     96 +2.200000e-02 +5.996763e-03 +9.626165e+01 +2.775699e+03
     97 +2.200000e-02 +6.993525e-03 +9.612425e+01 +2.767455e+03
     98 +2.200000e-02 +7.990288e-03 +9.601344e+01 +2.760807e+03
     99 +2.200000e-02 +8.987050e-03 +9.592988e+01 +2.755793e+03
    100 +2.200000e-02 +9.983813e-03 +9.587365e+01 +2.752419e+03
    101 +2.200000e-02 +1.098058e-02 +9.584562e+01 +2.750737e+03
    102 +2.200000e-02 +1.098058e-02 +9.584562e+01 +2.750737e+03
    103 +2.100000e-02 +1.098058e-02 +9.584576e+01 +2.750746e+03
    104 +2.100000e-02 +1.098058e-02 +9.584576e+01 +2.750746e+03
    105 +2.100000e-02 +9.983813e-03 +9.587363e+01 +2.752418e+03
    106 +2.100000e-02 +8.987050e-03 +9.592983e+01 +2.755790e+03
    107 +2.100000e-02 +7.990288e-03 +9.601337e+01 +2.760802e+03
    108 +2.100000e-02 +6.993525e-03 +9.612411e+01 +2.767447e+03
    109 +2.100000e-02 +5.996763e-03 +9.626109e+01 +2.775666e+03
    110 +2.100000e-02 +5.000000e-03 +9.642133e+01 +2.785280e+03
    111 +2.100000e-02 +5.000000e-03 +9.642133e+01 +2.785280e+03
    112 +2.000000e-02 +5.000000e-03 +9.643589e+01 +2.786154e+03
    113 +1.900000e-02 +5.000000e-03 +9.633325e+01 +2.779995e+03
    114 +1.900000e-02 +5.000000e-03 +9.633325e+01 +2.779995e+03
    115 +1.900000e-02 +6.067276e-03 +9.613004e+01 +2.767802e+03
    116 +1.900000e-02 +7.134552e-03 +9.597565e+01 +2.758539e+03
    117 +1.900000e-02 +8.201828e-03 +9.585194e+01 +2.751116e+03
    118 +1.900000e-02 +9.269104e-03 +9.575929e+01 +2.745557e+03
    119 +1.900000e-02 +1.033638e-02 +9.569768e+01 +2.741861e+03
    120 +1.900000e-02 +1.140366e-02 +9.566773e+01 +2.740064e+03
    121 +1.900000e-02 +1.140366e-02 +9.566773e+01 +2.740064e+03
    122 +1.800000e-02 +1.140366e-02 +9.566774e+01 +2.740064e+03
    123 +1.800000e-02 +1.140366e-02 +9.566774e+01 +2.740064e+03
    124 +1.800000e-02 +1.033638e-02 +9.569769e+01 +2.741861e+03
    125 +1.800000e-02 +9.269104e-03 +9.575925e+01 +2.745555e+03
    126 +1.800000e-02 +8.201828e-03 +9.585189e+01 +2.751113e+03
    127 +1.800000e-02 +7.134552e-03 +9.597565e+01 +2.758539e+03
    128 +1.800000e-02 +6.067276e-03 +9.612968e+01 +2.767781e+03
    129 +1.800000e-02 +5.000000e-03 +9.630165e+01 +2.778099e+03
    130 +1.800000e-02 +5.000000e-03 +9.630165e+01 +2.778099e+03
    131 +1.700000e-02 +5.000000e-03 +9.628596e+01 +2.777158e+03
    132 +1.600000e-02 +5.000000e-03 +9.615638e+01 +2.769383e+03
    133 +1.600000e-02 +5.000000e-03 +9.615638e+01 +2.769383e+03
    134 +1.600000e-02 +6.097279e-03 +9.596626e+01 +2.757975e+03
    135 +1.600000e-02 +7.194558e-03 +9.583587e+01 +2.750152e+03
    136 +1.600000e-02 +8.291837e-03 +9.573744e+01 +2.744247e+03
    137 +1.600000e-02 +9.389116e-03 +9.567153e+01 +2.740292e+03
    138 +1.600000e-02 +1.048639e-02 +9.563925e+01 +2.738355e+03
